Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  108  ?b  ?a  417  ?h   => ?a  417  ?b	0.014285714	0.666666667	0.666666667	2	3	3	?a
?h  560  ?b  ?a  892  ?h   => ?a  560  ?b	0.020661157	0.294117647	0.3125	5	17	16	?a
?h  560  ?b  ?a  766  ?h   => ?a  560  ?b	0.061983471	0.555555556	1	15	27	15	?a
?a  1128  ?h  ?h  427  ?b   => ?a  427  ?b	0.010714286	0.3	0.3	3	10	10	?b
?g  1128  ?a  ?g  427  ?b   => ?a  427  ?b	0.010714286	0.130434783	0.130434783	3	23	23	?b
?g  560  ?b  ?g  766  ?a   => ?a  560  ?b	0.061983471	0.625	1	15	24	15	?a
?h  1292  ?b  ?a  170  ?h   => ?a  1292  ?b	0.488789238	0.981981982	0.990909091	109	111	110	?a
?h  560  ?b  ?a  613  ?h   => ?a  560  ?b	0.02892562	0.411764706	1	7	17	7	?a
?h  560  ?b  ?a  879  ?h   => ?a  560  ?b	0.02892562	0.066037736	1	7	106	7	?a
?h  1098  ?b  ?a  1128  ?h   => ?a  1098  ?b	0.128205128	0.576923077	0.625	15	26	24	?a
?a  345  ?h  ?h  623  ?b   => ?a  805  ?b	0.018181818	0.032520325	0.571428571	4	123	7	?a
?g  560  ?b  ?g  879  ?a   => ?a  560  ?b	0.02892562	0.269230769	1	7	26	7	?a
?h  1098  ?b  ?a  455  ?h   => ?a  1098  ?b	0.034188034	0.025641026	1	4	156	4	?a
?g  1098  ?b  ?g  455  ?a   => ?a  1098  ?b	0.034188034	0.181818182	1	4	22	4	?a
?g  560  ?b  ?g  613  ?a   => ?a  560  ?b	0.02892562	0.056910569	1	7	123	7	?a
?g  1098  ?b  ?g  1128  ?a   => ?a  1098  ?b	0.162393162	0.077235772	0.678571429	19	246	28	?a
?h  1288  ?b  ?a  170  ?h   => ?a  1288  ?b	0.020872865	1	1	11	11	11	?a
?a  108  ?h  ?h  697  ?b   => ?a  697  ?b	0.015873016	1	1	4	4	4	?a
?g  496  ?a  ?g  623  ?b   => ?a  805  ?b	0.013636364	0.001650165	0.25	3	1818	12	?a
?g  1288  ?b  ?g  166  ?a   => ?a  1288  ?b	0.022770398	0.631578947	1	12	19	12	?a
?g  1288  ?b  ?g  170  ?a   => ?a  1288  ?b	0.020872865	0.578947368	1	11	19	11	?a
?a  107  ?h  ?h  697  ?b   => ?a  697  ?b	0.015873016	0.8	0.8	4	5	5	?a
?a  459  ?h  ?h  697  ?b   => ?a  697  ?b	0.015873016	0.045977011	0.571428571	4	87	7	?a
?g  107  ?a  ?g  697  ?b   => ?a  697  ?b	0.015873016	1	1	4	4	4	?a
?g  108  ?a  ?g  697  ?b   => ?a  697  ?b	0.015873016	0.307692308	0.8	4	13	5	?a
?g  1128  ?a  ?g  330  ?b   => ?a  1098  ?b	0.017094017	0.05	1	2	40	2	?a
?h  115  ?b  ?a  613  ?h   => ?a  115  ?b	0.011363636	0.176470588	0.6	6	34	10	?a
?g  459  ?a  ?g  697  ?b   => ?a  697  ?b	0.015873016	0.01980198	0.666666667	4	202	6	?a
?g  170  ?a  ?g  417  ?b   => ?a  417  ?b	0.014285714	0.181818182	1	2	11	2	?a
?a  210  ?h  ?b  254  ?h   => ?a  210  ?b	0.011406844	0.03125	1	3	96	3	?b
?g  560  ?b  ?g  892  ?a   => ?a  560  ?b	0.012396694	0.2	0.230769231	3	15	13	?a
?h  1288  ?b  ?a  166  ?h   => ?a  1288  ?b	0.022770398	1	1	12	12	12	?a
?h  115  ?b  ?a  879  ?h   => ?a  115  ?b	0.018939394	0.333333333	0.625	10	30	16	?a
?h  1243  ?b  ?a  271  ?h   => ?a  1243  ?b	0.016949153	0.1	1	4	40	4	?a
?h  1243  ?b  ?a  884  ?h   => ?a  1243  ?b	0.11440678	0.078947368	0.142857143	27	342	189	?a
?g  1243  ?b  ?g  271  ?a   => ?a  1243  ?b	0.016949153	0.021390374	1	4	187	4	?a
?g  1243  ?b  ?g  884  ?a   => ?a  1243  ?b	0.11440678	0.010825982	0.142857143	27	2494	189	?a
?g  115  ?b  ?g  613  ?a   => ?a  115  ?b	0.011363636	0.078947368	0.5	6	76	12	?a
?a  210  ?h  ?h  254  ?b   => ?a  210  ?b	0.011406844	0.6	1	3	5	3	?b
?g  177  ?a  ?g  254  ?b   => ?a  210  ?b	0.011406844	0.096774194	0.6	3	31	5	?b
?h  1258  ?b  ?a  703  ?h   => ?a  1243  ?b	0.012711864	0.002590674	0.15	3	1158	20	?a
?h  1166  ?b  ?a  170  ?h   => ?a  1166  ?b	0.012121212	1	1	2	2	2	?a
?h  1166  ?b  ?a  166  ?h   => ?a  1166  ?b	0.012121212	1	1	2	2	2	?a
?g  1166  ?b  ?g  166  ?a   => ?a  1166  ?b	0.012121212	0.4	1	2	5	2	?a
?g  115  ?b  ?g  879  ?a   => ?a  115  ?b	0.017045455	0.076271186	0.5625	9	118	16	?a
?g  1292  ?b  ?g  166  ?a   => ?a  1292  ?b	0.488789238	0.96460177	0.990909091	109	113	110	?a
?g  1166  ?b  ?g  170  ?a   => ?a  1166  ?b	0.012121212	0.285714286	1	2	7	2	?a
?g  1045  ?a  ?g  193  ?b   => ?a  560  ?b	0.012396694	0.002356638	0.5	3	1273	6	?a
?h  1243  ?b  ?a  775  ?h   => ?a  1243  ?b	0.580508475	0.275653924	0.732620321	137	497	187	?a
?a  137  ?b  ?a  943  ?b   => ?a  243  ?b	0.012345679	0.02020202	1	2	99	2	?a
?b  112  ?a  ?b  579  ?a   => ?a  579  ?b	0.028653295	0.185185185	1	10	54	10	?b
?a  112  ?b  ?b  579  ?a   => ?a  579  ?b	0.028653295	1	1	10	10	10	?b
?g  1045  ?a  ?g  225  ?b   => ?a  560  ?b	0.012396694	0.001226994	1	3	2445	3	?a
?a  545  ?h  ?b  545  ?h   => ?a  579  ?b	0.011461318	0.00676819	0.5	4	591	8	?b
?g  1243  ?b  ?g  215  ?a   => ?a  1243  ?b	0.186440678	0.611111111	0.8	44	72	55	?a
?g  1243  ?b  ?g  775  ?a   => ?a  1243  ?b	0.572033898	0.124309392	0.72972973	135	1086	185	?a
?a  220  ?h  ?h  891  ?b   => ?a  891  ?b	0.040391677	0.235714286	0.76744186	33	140	43	?a
?g  714  ?a  ?g  891  ?b   => ?a  891  ?b	0.015911873	0.295454545	1	13	44	13	?a
?h  1149  ?b  ?a  170  ?h   => ?a  1149  ?b	0.122807018	0.552631579	1	21	38	21	?a
?h  1149  ?b  ?a  166  ?h   => ?a  1149  ?b	0.116959064	0.555555556	0.952380952	20	36	21	?a
?g  1149  ?b  ?g  170  ?a   => ?a  1149  ?b	0.122807018	0.295774648	1	21	71	21	?a
?g  1149  ?b  ?g  166  ?a   => ?a  1149  ?b	0.116959064	0.281690141	0.952380952	20	71	21	?a
?h  127  ?b  ?a  142  ?h   => ?a  127  ?b	0.028037383	0.103448276	0.461538462	6	58	13	?a
?g  127  ?b  ?g  142  ?a   => ?a  127  ?b	0.014018692	0.063829787	0.5	3	47	6	?a
?a  1013  ?h  ?h  73  ?b   => ?a  1292  ?b	0.542600897	0.244444444	0.336111111	121	495	360	?a
?h  121  ?b  ?a  130  ?h   => ?a  121  ?b	0.010012516	0.8	1	16	20	16	?a
?a  714  ?h  ?h  891  ?b   => ?a  891  ?b	0.015911873	0.928571429	1	13	14	13	?a
?a  138  ?h  ?h  193  ?b   => ?a  560  ?b	0.012396694	0.049180328	0.5	3	61	6	?a
?g  126  ?b  ?g  13  ?a   => ?a  805  ?b	0.018181818	0.003636364	0.235294118	4	1100	17	?a
?g  121  ?b  ?g  130  ?a   => ?a  121  ?b	0.010012516	0.08040201	1	16	199	16	?a
?a  166  ?h  ?h  221  ?b   => ?a  221  ?b	0.062006764	0.894308943	0.956521739	110	123	115	?a
?a  170  ?h  ?h  221  ?b   => ?a  221  ?b	0.054114994	0.864864865	0.989690722	96	111	97	?a
?g  1348  ?b  ?g  808  ?a   => ?a  1243  ?b	0.012711864	0.047619048	0.6	3	63	5	?a
?a  1347  ?h  ?b  612  ?h   => ?a  828  ?b	0.010638298	0.000589797	0.142857143	2	3391	14	?b
?g  170  ?a  ?g  221  ?b   => ?a  221  ?b	0.054678692	0.270194986	0.989795918	97	359	98	?a
?g  220  ?a  ?g  891  ?b   => ?a  891  ?b	0.026927785	0.068111455	0.846153846	22	323	26	?a
?g  166  ?a  ?g  221  ?b   => ?a  221  ?b	0.05524239	0.265582656	0.951456311	98	369	103	?a
?a  166  ?h  ?h  73  ?b   => ?a  1292  ?b	0.488789238	0.067701863	0.990909091	109	1610	110	?a
?b  1095  ?h  ?h  496  ?a   => ?a  345  ?b	0.011809524	0.022048364	0.157360406	31	1406	197	?a
?a  613  ?h  ?h  73  ?b   => ?a  1292  ?b	0.533632287	0.202037351	0.333333333	119	589	357	?a
?a  170  ?h  ?h  73  ?b   => ?a  1292  ?b	0.488789238	0.069961489	0.990909091	109	1558	110	?a
?a  166  ?h  ?h  229  ?b   => ?a  221  ?b	0.04735062	0.235294118	0.646153846	84	357	130	?a
?a  170  ?h  ?h  229  ?b   => ?a  221  ?b	0.037767756	0.204268293	0.663366337	67	328	101	?a
?a  872  ?h  ?b  872  ?h   => ?a  872  ?b	0.104046243	0.413793103	0.486486486	36	87	74	?b
?g  170  ?a  ?g  229  ?b   => ?a  221  ?b	0.038895152	0.0687251	0.627272727	69	1004	110	?a
?g  1141  ?a  ?g  73  ?b   => ?a  1292  ?b	0.542600897	0.065158858	0.336111111	121	1857	360	?a
?a  345  ?h  ?b  775  ?h   => ?a  345  ?b	0.122285714	0.136945392	0.136945392	321	2344	2344	?a
?g  872  ?b  ?a  872  ?g   => ?a  872  ?b	0.647398844	0.251685393	0.251685393	224	890	890	?b
?g  265  ?a  ?g  430  ?b   => ?a  430  ?b	0.015748031	1	1	2	2	2	?b
?a  265  ?h  ?h  431  ?b   => ?a  431  ?b	0.015151515	1	1	2	2	2	?b
?g  265  ?a  ?g  431  ?b   => ?a  431  ?b	0.015151515	1	1	2	2	2	?b
?g  170  ?a  ?g  73  ?b   => ?a  1292  ?b	0.488789238	0.035412606	0.990909091	109	3078	110	?a
?a  265  ?h  ?h  430  ?b   => ?a  430  ?b	0.015748031	1	1	2	2	2	?b
?a  270  ?b  ?a  918  ?b   => ?a  93  ?b	0.017391304	0.001051525	1	2	1902	2	?a
?b  107  ?h  ?a  345  ?h   => ?a  345  ?b	0.02247619	0.440298507	0.440298507	59	134	134	?a
?b  107  ?h  ?h  496  ?a   => ?a  345  ?b	0.016	0.169354839	0.506024096	42	248	83	?a
?g  166  ?a  ?g  73  ?b   => ?a  1292  ?b	0.488789238	0.035985474	0.990909091	109	3029	110	?a
?a  345  ?g  ?g  775  ?b   => ?a  345  ?b	0.144761905	0.132404181	0.132404181	380	2870	2870	?a
?g  1095  ?b  ?g  496  ?a   => ?a  345  ?b	0.010666667	0.024221453	0.194444444	28	1156	144	?a
?a  365  ?h  ?h  87  ?b   => ?a  799  ?b	0.012452107	0.565217391	0.951219512	39	69	41	?b
?h  87  ?b  ?a  879  ?h   => ?a  799  ?b	0.011813538	0.506849315	0.973684211	37	73	38	?b
?h  496  ?a  ?b  775  ?h   => ?a  345  ?b	0.07352381	0.020604249	0.130141605	193	9367	1483	?a
?g  1095  ?b  ?a  345  ?g   => ?a  345  ?b	0.010666667	0.208955224	0.208955224	28	134	134	?a
?g  366  ?a  ?g  87  ?b   => ?a  799  ?b	0.012771392	0.096153846	0.833333333	40	416	48	?b
?g  166  ?a  ?g  229  ?b   => ?a  221  ?b	0.040022548	0.070088845	0.651376147	71	1013	109	?a
?a  170  ?h  ?h  799  ?b   => ?a  799  ?b	0.01660281	0.472727273	0.472727273	52	110	110	?b
?h  149  ?b  ?a  459  ?h   => ?a  1385  ?b	0.040964778	0.708609272	0.722972973	107	151	148	?b
?a  1369  ?b  ?a  299  ?b   => ?a  93  ?b	0.026086957	0.000675219	0.428571429	3	4443	7	?a
?g  170  ?a  ?g  799  ?b   => ?a  799  ?b	0.01660281	0.185053381	0.185053381	52	281	281	?b
?g  166  ?a  ?g  799  ?b   => ?a  799  ?b	0.01660281	0.167741935	0.167741935	52	310	310	?b
?g  496  ?a  ?g  775  ?b   => ?a  345  ?b	0.145142857	0.018218333	0.113833284	381	20913	3347	?a
?h  1385  ?b  ?a  170  ?h   => ?a  1385  ?b	0.045558959	0.915384615	0.915384615	119	130	130	?b
?a  1141  ?h  ?h  1385  ?b   => ?a  1385  ?b	0.011102603	0.337209302	0.337209302	29	86	86	?b
?h  1385  ?b  ?a  459  ?h   => ?a  1385  ?b	0.040964778	0.722972973	0.722972973	107	148	148	?b
?h  1385  ?b  ?a  166  ?h   => ?a  1385  ?b	0.047856049	0.905797101	0.905797101	125	138	138	?b
?a  365  ?h  ?b  659  ?h   => ?a  799  ?b	0.014048531	0.008186047	0.247191011	44	5375	178	?b
?g  1141  ?a  ?g  1385  ?b   => ?a  1385  ?b	0.048238897	0.123287671	0.123287671	126	1022	1022	?b
?g  1385  ?b  ?g  166  ?a   => ?a  1385  ?b	0.047090352	0.727810651	0.727810651	123	169	169	?b
?a  1013  ?h  ?h  1385  ?b   => ?a  1385  ?b	0.048238897	0.158490566	0.158490566	126	795	795	?b
?g  1385  ?b  ?g  170  ?a   => ?a  1385  ?b	0.045558959	0.762820513	0.762820513	119	156	156	?b
?h  1385  ?b  ?a  613  ?h   => ?a  1385  ?b	0.038667688	0.121248499	0.121248499	101	833	833	?b
?g  1013  ?a  ?g  1385  ?b   => ?a  1385  ?b	0.011102603	0.166666667	0.166666667	29	174	174	?b
?a  138  ?h  ?h  225  ?b   => ?a  560  ?b	0.012396694	0.040540541	1	3	74	3	?a
?a  44  ?b  ?a  78  ?b   => ?a  214  ?b	0.014430014	0.044843049	0.909090909	10	223	11	?b
?a  166  ?h  ?h  799  ?b   => ?a  799  ?b	0.01660281	0.553191489	0.553191489	52	94	94	?b
?h  1222  ?b  ?a  265  ?h   => ?a  1222  ?b	0.012773109	0.775510204	0.95	38	49	40	?a
?a  1277  ?h  ?h  85  ?b   => ?a  1288  ?b	0.051233397	0.006523315	0.5625	27	4139	48	?a
?a  1369  ?b  ?a  270  ?b   => ?a  93  ?b	0.017391304	0.000620925	0.5	2	3221	4	?a
?a  109  ?h  ?b  78  ?h   => ?a  872  ?b	0.023121387	0.00006029	0.205128205	8	132693	39	?b
?b  40  ?a  ?a  44  ?b   => ?a  214  ?b	0.018759019	0.12037037	0.866666667	13	108	15	?b
?a  112  ?b  ?a  1233  ?b   => ?a  703  ?b	0.020286396	0.019590896	0.918918919	68	3471	74	?a
?h  1086  ?b  ?a  73  ?h   => ?a  1086  ?b	0.02	1	1	2	2	2	?a
?g  1086  ?b  ?g  73  ?a   => ?a  1086  ?b	0.02	0.142857143	1	2	14	2	?a
?g  1222  ?b  ?g  265  ?a   => ?a  1222  ?b	0.012773109	0.469135802	0.95	38	81	40	?a
?h  1086  ?b  ?a  480  ?h   => ?a  1086  ?b	0.17	0.063909774	1	17	266	17	?a
?h  1162  ?b  ?a  166  ?h   => ?a  1162  ?b	0.130675526	0.874074074	0.983333333	118	135	120	?a
?g  1086  ?b  ?g  480  ?a   => ?a  1086  ?b	0.29	0.06855792	1	29	423	29	?a
?h  1162  ?b  ?a  170  ?h   => ?a  1162  ?b	0.127353267	0.884615385	0.982905983	115	130	117	?a
?h  44  ?b  ?a  444  ?h   => ?a  137  ?b	0.020109689	0.008590394	0.156028369	22	2561	141	?a
?a  20  ?b  ?a  948  ?b   => ?a  137  ?b	0.010968921	0.026200873	0.352941176	12	458	34	?a
?g  1162  ?b  ?g  166  ?a   => ?a  1162  ?b	0.130675526	0.546296296	0.983333333	118	216	120	?a
?g  1162  ?b  ?g  170  ?a   => ?a  1162  ?b	0.127353267	0.527522936	0.982905983	115	218	117	?a
?h  1266  ?b  ?a  674  ?h   => ?a  1266  ?b	0.013245033	0.333333333	1	2	6	2	?a
?g  1266  ?b  ?g  674  ?a   => ?a  1266  ?b	0.013245033	0.033898305	1	2	59	2	?a
?h  1162  ?b  ?a  534  ?h   => ?a  1162  ?b	0.161683278	0.130357143	0.924050633	146	1120	158	?a
?a  20  ?b  ?a  943  ?b   => ?a  137  ?b	0.012797075	0.022364217	0.35	14	626	40	?a
?g  1266  ?b  ?g  215  ?a   => ?a  1266  ?b	0.165562914	0.176056338	0.609756098	25	142	41	?a
?a  1091  ?h  ?h  397  ?b   => ?a  397  ?b	0.286228623	0.713004484	1	318	446	318	?a
?g  1091  ?a  ?g  397  ?b   => ?a  397  ?b	0.297929793	1	1	331	331	331	?a
?g  1071  ?a  ?g  397  ?b   => ?a  397  ?b	0.287128713	0.441828255	1	319	722	319	?a
?a  602  ?h  ?b  901  ?h   => ?a  722  ?b	0.017608217	0.021524664	0.307692308	24	1115	78	?b
?h  30  ?b  ?a  458  ?h   => ?a  30  ?b	0.020944045	0.712765957	0.827160494	67	94	81	?a
?h  600  ?b  ?a  601  ?h   => ?a  722  ?b	0.036683786	0.030674847	0.151515152	50	1630	330	?b
?a  109  ?h  ?h  30  ?b   => ?a  30  ?b	0.012503907	0.416666667	0.888888889	40	96	45	?a
?a  1071  ?h  ?h  397  ?b   => ?a  397  ?b	0.298829883	1	1	332	332	332	?a
?a  343  ?b  ?a  719  ?b   => ?a  722  ?b	0.044754219	0.096518987	0.344632768	61	632	177	?b
?a  1103  ?b  ?a  719  ?b   => ?a  722  ?b	0.013939839	0.093596059	0.422222222	19	203	45	?b
?g  1162  ?b  ?g  534  ?a   => ?a  1162  ?b	0.097452935	0.253602305	0.946236559	88	347	93	?a
?g  215  ?a  ?g  240  ?b   => ?a  240  ?b	0.017082786	0.010915197	0.160493827	13	1191	81	?a
?a  601  ?h  ?h  879  ?b   => ?a  722  ?b	0.036683786	0.027685493	0.148367953	50	1806	337	?b
?a  343  ?b  ?a  600  ?b   => ?a  722  ?b	0.05649303	0.103078983	0.331896552	77	747	232	?b
?a  100  ?b  ?a  600  ?b   => ?a  722  ?b	0.041819516	0.102333932	0.333333333	57	557	171	?b
?a  1103  ?b  ?a  600  ?b   => ?a  722  ?b	0.01027146	0.071428571	0.368421053	14	196	38	?b
?a  373  ?b  ?a  600  ?b   => ?a  722  ?b	0.016140866	0.084942085	0.278481013	22	259	79	?b
?a  100  ?b  ?a  719  ?b   => ?a  722  ?b	0.03081438	0.083832335	0.403846154	42	501	104	?b
?a  613  ?h  ?h  720  ?b   => ?a  722  ?b	0.016140866	0.072131148	0.23655914	22	305	93	?b
?g  30  ?b  ?g  458  ?a   => ?a  30  ?b	0.021881838	0.15625	0.823529412	70	448	85	?a
?a  170  ?h  ?h  722  ?b   => ?a  722  ?b	0.274394718	0.736220472	0.736220472	374	508	508	?b
?a  170  ?h  ?h  600  ?b   => ?a  722  ?b	0.013206163	0.022641509	0.117647059	18	795	153	?b
?b  109  ?h  ?a  78  ?h   => ?a  872  ?b	0.026011561	0.000067826	0.3	9	132693	30	?b
?a  166  ?h  ?h  722  ?b   => ?a  722  ?b	0.274394718	0.777546778	0.777546778	374	481	481	?b
?g  720  ?b  ?g  879  ?a   => ?a  722  ?b	0.016140866	0.050574713	0.176	22	435	125	?b
?a  170  ?h  ?h  719  ?b   => ?a  722  ?b	0.036683786	0.06281407	0.263157895	50	796	190	?b
?a  166  ?h  ?h  719  ?b   => ?a  722  ?b	0.035216434	0.065217391	0.258064516	48	736	186	?b
?a  1347  ?h  ?h  532  ?b   => ?a  352  ?b	0.0234375	0.00010896	0.333333333	3	27533	9	?a
?h  600  ?b  ?a  602  ?h   => ?a  722  ?b	0.037417461	0.055016181	0.211618257	51	927	241	?b
?g  166  ?a  ?g  722  ?b   => ?a  722  ?b	0.274394718	0.290824261	0.290824261	374	1286	1286	?b
?g  166  ?a  ?g  719  ?b   => ?a  722  ?b	0.036683786	0.030506406	0.132978723	50	1639	376	?b
?h  70  ?b  ?a  775  ?h   => ?a  70  ?b	0.017241379	0.08	0.16	4	50	25	?a
?h  373  ?b  ?a  879  ?h   => ?a  722  ?b	0.190755686	0.098522167	0.431177446	260	2639	603	?b
?h  30  ?b  ?a  534  ?h   => ?a  30  ?b	0.06345733	0.990243902	1	203	205	203	?a
?a  265  ?h  ?h  70  ?b   => ?a  70  ?b	0.017241379	0.307692308	1	4	13	4	?a
?a  1103  ?b  ?a  343  ?b   => ?a  722  ?b	0.022743947	0.05	0.246031746	31	620	126	?b
?a  100  ?b  ?a  343  ?b   => ?a  722  ?b	0.094644167	0.040515075	0.191679049	129	3184	673	?b
?g  170  ?a  ?g  719  ?b   => ?a  722  ?b	0.035216434	0.02962963	0.128	48	1620	375	?b
?g  170  ?a  ?g  722  ?b   => ?a  722  ?b	0.274394718	0.287692308	0.287692308	374	1300	1300	?b
?g  70  ?b  ?g  879  ?a   => ?a  70  ?b	0.012931034	0.142857143	0.6	3	21	5	?a
?h  343  ?b  ?a  879  ?h   => ?a  722  ?b	0.12839325	0.038068305	0.182863114	175	4597	957	?b
?g  265  ?a  ?g  70  ?b   => ?a  70  ?b	0.017241379	0.097560976	1	4	41	4	?a
?g  70  ?b  ?g  775  ?a   => ?a  70  ?b	0.017241379	0.015873016	0.166666667	4	252	24	?a
?g  373  ?b  ?g  613  ?a   => ?a  722  ?b	0.190755686	0.081812461	0.37845706	260	3178	687	?b
?g  215  ?a  ?g  70  ?b   => ?a  70  ?b	0.237068966	0.443548387	0.916666667	55	124	60	?a
?a  1386  ?h  ?h  659  ?b   => ?a  902  ?b	0.031885882	0.196382429	0.229260935	152	774	663	?a
?g  343  ?b  ?g  613  ?a   => ?a  722  ?b	0.12839325	0.02315121	0.159380692	175	7559	1098	?b
?h  179  ?b  ?a  40  ?h   => ?a  93  ?b	0.017391304	0.000106998	0.666666667	2	18692	3	?a
?a  534  ?h  ?h  902  ?b   => ?a  902  ?b	0.026012167	0.96124031	0.96124031	124	129	129	?a
?a  216  ?b  ?a  948  ?b   => ?a  137  ?b	0.016453382	0.130434783	0.6	18	138	30	?a
?a  943  ?b  ?a  948  ?b   => ?a  137  ?b	0.050274223	0.005310418	0.175159236	55	10357	314	?a
?a  191  ?b  ?a  193  ?b   => ?a  137  ?b	0.024680073	0.026418787	0.482142857	27	1022	56	?a
?a  193  ?b  ?a  948  ?b   => ?a  137  ?b	0.042961609	0.027293844	0.415929204	47	1722	113	?a
?a  193  ?b  ?a  943  ?b   => ?a  137  ?b	0.031992687	0.012750455	0.282258065	35	2745	124	?a
?a  100  ?b  ?a  1103  ?b   => ?a  722  ?b	0.017608217	0.026490066	0.461538462	24	906	52	?b
?a  166  ?h  ?h  262  ?b   => ?a  262  ?b	0.010695187	1	1	18	18	18	?a
?a  191  ?b  ?a  948  ?b   => ?a  137  ?b	0.02285192	0.012094823	0.357142857	25	2067	70	?a
?g  166  ?a  ?g  262  ?b   => ?a  262  ?b	0.010695187	0.375	1	18	48	18	?a
?a  166  ?h  ?h  902  ?b   => ?a  902  ?b	0.281099224	0.95035461	0.962643678	1340	1410	1392	?a
?g  613  ?a  ?g  902  ?b   => ?a  902  ?b	0.016991819	0.232758621	0.870967742	81	348	93	?a
?a  170  ?h  ?h  902  ?b   => ?a  902  ?b	0.280679673	0.943582511	0.968863143	1338	1418	1381	?a
?g  170  ?a  ?g  902  ?b   => ?a  902  ?b	0.280260122	0.595896521	0.966714906	1336	2242	1382	?a
?b  1141  ?h  ?a  166  ?h   => ?a  1013  ?b	0.043042587	0.36416185	0.371316306	189	519	509	?a
?g  166  ?a  ?g  902  ?b   => ?a  902  ?b	0.280260122	0.602073006	0.968115942	1336	2219	1380	?a
?b  1141  ?h  ?h  170  ?a   => ?a  1013  ?b	0.042131633	0.353053435	0.427251732	185	524	433	?a
?h  1013  ?b  ?a  166  ?h   => ?a  1013  ?b	0.082896834	0.303080766	0.314063848	364	1201	1159	?a
?b  1141  ?h  ?h  166  ?a   => ?a  1013  ?b	0.042131633	0.355086372	0.430232558	185	521	430	?a
?a  459  ?b  ?a  613  ?b   => ?a  805  ?b	0.027272727	0.018518519	1	6	324	6	?a
?h  1103  ?b  ?a  170  ?h   => ?a  722  ?b	0.011005136	0.004286939	0.12	15	3499	125	?b
?h  144  ?b  ?a  613  ?h   => ?a  144  ?b	0.029500756	0.188709677	0.206349206	117	620	567	?a
?b  1141  ?h  ?a  170  ?h   => ?a  1013  ?b	0.04418128	0.366037736	0.375968992	194	530	516	?a
?g  1023  ?a  ?g  532  ?b   => ?a  532  ?b	0.011152416	0.230769231	0.230769231	6	26	26	?b
?h  144  ?b  ?a  879  ?h   => ?a  144  ?b	0.023449319	0.060943644	0.177820268	93	1526	523	?a
?g  1013  ?b  ?g  166  ?a   => ?a  1013  ?b	0.082896834	0.266666667	0.314063848	364	1365	1159	?a
?a  191  ?b  ?a  943  ?b   => ?a  137  ?b	0.011882998	0.005104044	0.228070175	13	2547	57	?a
?h  1013  ?b  ?a  170  ?h   => ?a  1013  ?b	0.082896834	0.303333333	0.31433506	364	1200	1158	?a
?a  613  ?h  ?h  902  ?b   => ?a  902  ?b	0.208726662	0.973581213	0.975490196	995	1022	1020	?a
?h  144  ?b  ?a  170  ?h   => ?a  144  ?b	0.267523954	0.436985173	0.473449353	1061	2428	2241	?a
?g  1013  ?b  ?g  170  ?a   => ?a  1013  ?b	0.082896834	0.264534884	0.31433506	364	1376	1158	?a
?h  134  ?b  ?a  613  ?h   => ?a  144  ?b	0.018910741	0.121163166	0.131578947	75	619	570	?a
?g  144  ?b  ?g  613  ?a   => ?a  144  ?b	0.023449319	0.041186891	0.177820268	93	2258	523	?a
?g  144  ?b  ?g  879  ?a   => ?a  144  ?b	0.029500756	0.084782609	0.206349206	117	1380	567	?a
?h  144  ?b  ?a  166  ?h   => ?a  144  ?b	0.266767524	0.446037099	0.472321429	1058	2372	2240	?a
?b  166  ?h  ?a  349  ?h   => ?a  349  ?b	0.04985755	0.935828877	0.956284153	175	187	183	?b
?h  100  ?b  ?a  879  ?h   => ?a  722  ?b	0.07703595	0.013879709	0.166139241	105	7565	632	?b
?h  134  ?b  ?a  166  ?h   => ?a  144  ?b	0.178013111	0.306423611	0.327610209	706	2304	2155	?a
?g  144  ?b  ?g  170  ?a   => ?a  144  ?b	0.267523954	0.33586578	0.473872264	1061	3159	2239	?a
?b  170  ?h  ?a  349  ?h   => ?a  349  ?b	0.04957265	0.961325967	0.972067039	174	181	179	?b
?h  166  ?b  ?a  349  ?h   => ?a  349  ?b	0.04985755	0.916230366	0.956284153	175	191	183	?b
?h  170  ?b  ?a  349  ?h   => ?a  349  ?b	0.04957265	0.930481283	0.972067039	174	187	179	?b
?g  144  ?b  ?g  166  ?a   => ?a  144  ?b	0.266767524	0.337587747	0.471900089	1058	3134	2242	?a
?g  134  ?b  ?g  170  ?a   => ?a  144  ?b	0.178517398	0.225765306	0.328081557	708	3136	2158	?a
?h  134  ?b  ?a  170  ?h   => ?a  144  ?b	0.196167423	0.328825021	0.361020882	778	2366	2155	?a
?g  134  ?b  ?g  166  ?a   => ?a  144  ?b	0.195663137	0.249839021	0.360092807	776	3106	2155	?a
?g  134  ?b  ?g  879  ?a   => ?a  144  ?b	0.018910741	0.048859935	0.131578947	75	1535	570	?a
?a  1336  ?h  ?b  228  ?h   => ?a  349  ?b	0.010541311	0.415730337	1	37	89	37	?b
?h  105  ?b  ?a  138  ?h   => ?a  352  ?b	0.0390625	0.00353857	1	5	1413	5	?a
?g  170  ?b  ?g  611  ?a   => ?a  349  ?b	0.04957265	0.040352505	0.961325967	174	4312	181	?b
?a  170  ?h  ?h  20  ?b   => ?a  20  ?b	0.011420613	0.661290323	0.780952381	82	124	105	?a
