Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  1250  ?b  ?g  166  ?a   => ?a  1250  ?b	0.103862974	0.568862275	1	285	501	285	?a
?g  1250  ?b  ?g  143  ?a   => ?a  1250  ?b	0.022594752	0.070056497	0.96875	62	885	64	?a
?g  1058  ?a  ?g  1250  ?b   => ?a  1250  ?b	0.018950437	0.100580271	1	52	517	52	?a
?a  1  ?h  ?h  310  ?b   => ?a  801  ?b	0.351351351	0.043536504	0.955882353	65	1493	68	?a
?a  41  ?h  ?b  755  ?h   => ?a  1250  ?b	0.053571429	0.724137931	1	147	203	147	?a
?g  480  ?a  ?g  801  ?b   => ?a  801  ?b	0.010810811	0.090909091	1	2	22	2	?a
?a  571  ?b  ?a  573  ?b   => ?a  574  ?b	0.013636364	0.375	1	3	8	3	?a
?a  365  ?h  ?b  659  ?h   => ?a  17  ?b	0.025143361	0.002563757	0.100706714	57	22233	566	?b
?h  1250  ?b  ?a  1250  ?h   => ?a  1250  ?b	0.056851312	1	1	156	156	156	?a
?g  1196  ?a  ?g  40  ?b   => ?a  1292  ?b	0.017094017	0.000339098	0.5	2	5898	4	?a
?a  265  ?b  ?a  534  ?b   => ?a  168  ?b	0.017391304	0.088888889	0.8	4	45	5	?b
?a  143  ?h  ?h  613  ?b   => ?a  1250  ?b	0.010568513	0.097972973	0.644444444	29	296	45	?a
?a  142  ?h  ?h  815  ?b   => ?a  257  ?b	0.169717138	0.347529813	1	204	587	204	?a
?b  1196  ?h  ?a  142  ?h   => ?a  257  ?b	0.105657238	0.233455882	0.969465649	127	544	131	?a
?a  1384  ?h  ?h  759  ?b   => ?a  759  ?b	0.086648767	0.966424682	0.986111111	1065	1102	1080	?a
?g  813  ?a  ?g  815  ?b   => ?a  257  ?b	0.062396007	0.066312997	1	75	1131	75	?a
?h  297  ?b  ?a  459  ?h   => ?a  297  ?b	0.112637363	0.345263158	0.706896552	164	475	232	?a
?h  1347  ?b  ?a  98  ?h   => ?a  1185  ?b	0.039215686	0.000750469	0.25	4	5330	16	?a
?a  679  ?h  ?h  759  ?b   => ?a  759  ?b	0.184118461	0.921792261	0.980077956	2263	2455	2309	?a
?g  143  ?a  ?g  216  ?b   => ?a  257  ?b	0.011647255	0.004761905	0.823529412	14	2940	17	?a
?h  1164  ?b  ?a  775  ?h   => ?a  1164  ?b	0.012630015	0.772727273	0.80952381	17	22	21	?a
?b  613  ?a  ?a  879  ?b   => ?a  1304  ?b	0.017241379	0.000051668	1	4	77417	4	?a
?g  297  ?b  ?g  459  ?a   => ?a  297  ?b	0.059752747	0.043718593	0.572368421	87	1990	152	?a
?a  293  ?h  ?h  59  ?b   => ?a  59  ?b	0.475204018	0.646180111	0.760040161	1514	2343	1992	?a
?g  1164  ?b  ?g  775  ?a   => ?a  1164  ?b	0.012630015	0.066666667	0.80952381	17	255	21	?a
?g  293  ?a  ?g  59  ?b   => ?a  59  ?b	0.475204018	0.248972209	0.760040161	1514	6081	1992	?a
?h  1380  ?b  ?a  384  ?h   => ?a  1380  ?b	0.010213665	0.175757576	0.309608541	87	495	281	?a
?b  112  ?h  ?a  679  ?h   => ?a  759  ?b	0.039297047	0.07311535	0.116161616	483	6606	4158	?a
?h  1380  ?b  ?a  415  ?h   => ?a  1380  ?b	0.013148626	0.150134048	0.247787611	112	746	452	?a
?g  679  ?a  ?g  759  ?b   => ?a  759  ?b	0.103653079	0.271179225	0.988363072	1274	4698	1289	?a
?g  293  ?a  ?g  613  ?b   => ?a  59  ?b	0.016321406	0.012830002	0.158054711	52	4053	329	?a
?h  11  ?b  ?a  613  ?h   => ?a  11  ?b	0.046153846	0.4	1	12	30	12	?a
?h  1380  ?b  ?a  324  ?h   => ?a  1380  ?b	0.101080066	0.411961722	0.657754011	861	2090	1309	?a
?h  1380  ?b  ?a  674  ?h   => ?a  1380  ?b	0.097088518	0.409000989	0.593682699	827	2022	1393	?a
?a  216  ?b  ?a  78  ?b   => ?a  11  ?b	0.073076923	0.296875	1	19	64	19	?a
?g  1384  ?a  ?g  759  ?b   => ?a  759  ?b	0.15336425	0.298732171	0.970149254	1885	6310	1943	?a
?g  1380  ?b  ?g  415  ?a   => ?a  1380  ?b	0.013148626	0.023391813	0.247787611	112	4788	452	?a
?h  1380  ?b  ?a  576  ?h   => ?a  1380  ?b	0.065625734	0.263430726	0.430994603	559	2122	1297	?a
?h  1128  ?b  ?a  675  ?h   => ?a  675  ?b	0.019515288	0.298813376	0.298813376	277	927	927	?a
?h  416  ?b  ?a  879  ?h   => ?a  416  ?b	0.010484928	0.13559322	0.727272727	8	59	11	?a
?h  416  ?b  ?a  613  ?h   => ?a  416  ?b	0.010484928	0.011782032	0.727272727	8	679	11	?a
?h  439  ?b  ?a  943  ?h   => ?a  1341  ?b	0.030092119	0.00836463	0.13973384	147	17574	1052	?a
?g  416  ?b  ?g  613  ?a   => ?a  416  ?b	0.010484928	0.069565217	0.727272727	8	115	11	?a
?g  416  ?b  ?g  879  ?a   => ?a  416  ?b	0.011795544	0.00254381	0.75	9	3538	12	?a
?a  293  ?h  ?h  613  ?b   => ?a  59  ?b	0.016321406	0.027411703	0.158054711	52	1897	329	?a
?a  166  ?h  ?h  560  ?b   => ?a  560  ?b	0.211055276	0.65625	0.65625	42	64	64	?a
?a  170  ?h  ?h  560  ?b   => ?a  560  ?b	0.211055276	0.636363636	0.65625	42	66	64	?a
?g  170  ?a  ?g  560  ?b   => ?a  560  ?b	0.211055276	0.591549296	0.65625	42	71	64	?a
?g  166  ?a  ?g  560  ?b   => ?a  560  ?b	0.211055276	0.591549296	0.65625	42	71	64	?a
?a  1147  ?h  ?h  675  ?b   => ?a  675  ?b	0.129773144	0.255726781	0.256939601	1842	7203	7169	?a
?g  1380  ?b  ?g  674  ?a   => ?a  1380  ?b	0.107302184	0.067374318	0.588159588	914	13566	1554	?a
?g  1380  ?b  ?g  324  ?a   => ?a  1380  ?b	0.08863583	0.156736558	0.66286216	755	4817	1139	?a
?h  429  ?b  ?a  613  ?h   => ?a  429  ?b	0.017678709	0.082733813	0.280487805	92	1112	328	?a
?a  170  ?h  ?h  429  ?b   => ?a  429  ?b	0.017486549	0.664233577	0.777777778	91	137	117	?a
?a  429  ?h  ?h  90  ?b   => ?a  429  ?b	0.010568793	0.982142857	0.982142857	55	56	56	?a
?a  1147  ?h  ?h  522  ?b   => ?a  675  ?b	0.132873045	0.213493321	0.215051311	1886	8834	8770	?a
?a  270  ?b  ?a  439  ?b   => ?a  1048  ?b	0.010169492	0.000421526	0.6	3	7117	5	?a
?a  166  ?h  ?h  429  ?b   => ?a  429  ?b	0.017870869	0.7265625	0.762295082	93	128	122	?a
?h  429  ?b  ?a  429  ?h   => ?a  429  ?b	0.028823982	0.898203593	0.898203593	150	167	167	?a
?a  44  ?b  ?a  879  ?b   => ?a  560  ?b	0.015075377	0.031578947	0.6	3	95	5	?a
?h  1  ?a  ?b  879  ?h   => ?a  309  ?b	0.01369863	0.009569378	1	2	209	2	?b
?a  273  ?h  ?b  879  ?h   => ?a  309  ?b	0.01369863	0.333333333	1	2	6	2	?b
?b  799  ?h  ?a  977  ?h   => ?a  309  ?b	0.01369863	0.026666667	1	2	75	2	?b
?h  215  ?a  ?b  606  ?h   => ?a  309  ?b	0.020547945	0.00289296	0.75	3	1037	4	?b
?b  365  ?h  ?a  91  ?h   => ?a  309  ?b	0.01369863	0.133333333	0.666666667	2	15	3	?b
?h  366  ?b  ?a  91  ?h   => ?a  309  ?b	0.01369863	0.25	1	2	8	2	?b
?h  429  ?b  ?a  879  ?h   => ?a  429  ?b	0.010568793	0.155807365	0.833333333	55	353	66	?a
?g  166  ?a  ?g  429  ?b   => ?a  429  ?b	0.017870869	0.447115385	0.815789474	93	208	114	?a
?g  166  ?a  ?g  613  ?b   => ?a  493  ?b	0.306715064	0.008650475	0.367391304	338	39073	920	?a
?h  459  ?b  ?a  619  ?h   => ?a  429  ?b	0.052075327	0.087447564	0.249310028	271	3099	1087	?a
?g  215  ?a  ?g  309  ?b   => ?a  309  ?b	0.171232877	0.149700599	0.149700599	25	167	167	?b
?g  1380  ?b  ?g  576  ?a   => ?a  1380  ?b	0.065625734	0.056855167	0.43132716	559	9832	1296	?a
?h  613  ?b  ?a  91  ?h   => ?a  309  ?b	0.034246575	0.384615385	1	5	13	5	?b
?a  138  ?h  ?h  1385  ?b   => ?a  801  ?b	0.118918919	0.000136552	1	22	161111	22	?a
?b  1  ?h  ?h  215  ?a   => ?a  309  ?b	0.047945205	0.003451677	0.538461538	7	2028	13	?b
?g  1  ?a  ?g  613  ?b   => ?a  309  ?b	0.089041096	0.004900113	1	13	2653	13	?b
?g  1  ?a  ?g  1146  ?b   => ?a  309  ?b	0.01369863	0.006514658	0.666666667	2	307	3	?b
?g  215  ?a  ?g  768  ?b   => ?a  309  ?b	0.01369863	0.000549451	0.5	2	3640	4	?b
?g  1146  ?b  ?g  215  ?a   => ?a  309  ?b	0.04109589	0.00097371	0.6	6	6162	10	?b
?a  1188  ?h  ?b  1188  ?h   => ?a  875  ?b	0.010416667	0.000000089	0.185185185	5	56168102	27	?a
?g  1  ?a  ?g  366  ?b   => ?a  309  ?b	0.01369863	0.005571031	1	2	359	2	?b
?g  78  ?b  ?g  88  ?a   => ?a  309  ?b	0.02739726	0.000364299	0.129032258	4	10980	31	?b
?g  170  ?a  ?g  429  ?b   => ?a  429  ?b	0.017486549	0.392241379	0.764705882	91	232	119	?a
?g  429  ?b  ?g  879  ?a   => ?a  429  ?b	0.016525749	0.052247874	0.281045752	86	1646	306	?a
?g  429  ?b  ?g  613  ?a   => ?a  429  ?b	0.011721752	0.093129771	0.792207792	61	655	77	?a
?g  109  ?b  ?g  215  ?a   => ?a  309  ?b	0.01369863	0.000401204	0.5	2	4985	4	?b
?g  170  ?a  ?g  613  ?b   => ?a  493  ?b	0.306715064	0.008734527	0.367391304	338	38697	920	?a
?g  215  ?a  ?g  78  ?b   => ?a  309  ?b	0.075342466	0.001287905	0.647058824	11	8541	17	?b
?a  1058  ?h  ?h  225  ?b   => ?a  1118  ?b	0.010418475	0.04587156	0.279069767	60	1308	215	?b
?h  1118  ?b  ?a  166  ?h   => ?a  1118  ?b	0.087688835	0.651612903	0.651612903	505	775	775	?b
?b  179  ?h  ?a  610  ?h   => ?a  309  ?b	0.01369863	0.000042137	0.4	2	47464	5	?b
?h  25  ?b  ?a  576  ?h   => ?a  25  ?b	0.013392857	0.226415094	0.923076923	24	106	26	?a
?g  1118  ?b  ?g  170  ?a   => ?a  1118  ?b	0.08699427	0.305301645	0.305301645	501	1641	1641	?b
?a  170  ?h  ?h  613  ?b   => ?a  493  ?b	0.306715064	0.011334295	0.3669924	338	29821	921	?a
?a  1146  ?h  ?h  745  ?b   => ?a  745  ?b	0.011743653	0.099904853	0.337620579	105	1051	311	?a
?g  25  ?b  ?g  576  ?a   => ?a  25  ?b	0.013392857	0.047619048	0.923076923	24	504	26	?a
?h  160  ?b  ?a  293  ?h   => ?a  160  ?b	0.011764706	0.3	0.3	12	40	40	?b
?g  1118  ?b  ?g  166  ?a   => ?a  1118  ?b	0.088036117	0.299468399	0.299468399	507	1693	1693	?b
?a  872  ?h  ?b  872  ?h   => ?a  872  ?b	0.081967213	0.238095238	0.265486726	30	126	113	?b
?g  215  ?a  ?g  44  ?b   => ?a  309  ?b	0.020547945	0.000437828	1	3	6852	3	?b
?g  872  ?b  ?a  872  ?g   => ?a  872  ?b	0.450819672	0.232394366	0.232394366	165	710	710	?b
?h  1118  ?b  ?a  170  ?h   => ?a  1118  ?b	0.087341552	0.650711514	0.650711514	503	773	773	?b
?g  160  ?b  ?g  293  ?a   => ?a  160  ?b	0.011764706	0.12371134	0.12371134	12	97	97	?b
?b  166  ?h  ?a  914  ?h   => ?a  914  ?b	0.034547739	0.110220441	0.110220441	55	499	499	?a
?b  170  ?h  ?a  914  ?h   => ?a  914  ?b	0.034547739	0.214007782	0.214007782	55	257	257	?a
?a  170  ?h  ?h  307  ?b   => ?a  307  ?b	0.01108784	0.656934307	0.882352941	90	137	102	?a
?a  166  ?h  ?h  307  ?b   => ?a  307  ?b	0.010348651	0.631578947	0.875	84	133	96	?a
?h  166  ?b  ?a  914  ?h   => ?a  914  ?b	0.034547739	0.143229167	0.143229167	55	384	384	?a
?a  248  ?h  ?h  822  ?b   => ?a  822  ?b	0.027615714	0.29707113	0.91025641	71	239	78	?a
?b  758  ?h  ?a  822  ?h   => ?a  822  ?b	0.03772851	0.97979798	0.97979798	97	99	99	?a
?g  248  ?a  ?g  822  ?b   => ?a  822  ?b	0.016336056	0.232044199	0.807692308	42	181	52	?a
?g  250  ?a  ?g  822  ?b   => ?a  822  ?b	0.026059899	0.142857143	0.917808219	67	469	73	?a
?g  170  ?a  ?g  307  ?b   => ?a  307  ?b	0.010595047	0.389140271	0.905263158	86	221	95	?a
?h  215  ?b  ?a  900  ?h   => ?a  900  ?b	0.01754386	1	1	2	2	2	?a
?a  250  ?h  ?h  822  ?b   => ?a  822  ?b	0.015558149	0.434782609	0.833333333	40	92	48	?a
?g  166  ?a  ?g  307  ?b   => ?a  307  ?b	0.010102255	0.41	0.863157895	82	200	95	?a
?b  179  ?h  ?h  215  ?a   => ?a  309  ?b	0.01369863	0.000118793	0.4	2	16836	5	?b
?h  1  ?b  ?a  612  ?h   => ?a  900  ?b	0.01754386	0.000142714	1	2	14014	2	?a
?b  459  ?h  ?a  532  ?h   => ?a  532  ?b	0.01171875	0.015789474	0.1875	6	380	32	?b
?h  459  ?b  ?a  532  ?h   => ?a  532  ?b	0.01171875	0.063157895	0.206896552	6	95	29	?b
?h  1  ?b  ?a  659  ?h   => ?a  900  ?b	0.035087719	0.000163807	1	4	24419	4	?a
?a  166  ?h  ?h  613  ?b   => ?a  493  ?b	0.306715064	0.011148125	0.367391304	338	30319	920	?a
?a  109  ?h  ?b  78  ?h   => ?a  872  ?b	0.013661202	0.000001285	0.166666667	5	3890338	30	?b
?a  1303  ?h  ?b  1303  ?h   => ?a  200  ?b	0.023529412	0.002072002	0.380952381	8	3861	21	?a
?b  109  ?h  ?a  78  ?h   => ?a  872  ?b	0.013661202	0.000001285	0.277777778	5	3890338	18	?b
?g  40  ?b  ?g  439  ?a   => ?a  309  ?b	0.01369863	0.000081726	0.153846154	2	24472	13	?b
?a  166  ?h  ?h  770  ?b   => ?a  770  ?b	0.114571746	0.927927928	0.980952381	103	111	105	?a
?a  170  ?h  ?h  770  ?b   => ?a  770  ?b	0.114571746	0.953703704	0.990384615	103	108	104	?a
?a  534  ?h  ?h  770  ?b   => ?a  770  ?b	0.011123471	0.357142857	1	10	28	10	?a
?g  170  ?a  ?g  770  ?b   => ?a  770  ?b	0.114571746	0.227876106	0.990384615	103	452	104	?a
?g  166  ?a  ?g  770  ?b   => ?a  770  ?b	0.114571746	0.22489083	0.980952381	103	458	105	?a
?g  1341  ?b  ?g  191  ?a   => ?a  900  ?b	0.01754386	0.00004317	1	2	46328	2	?a
?g  808  ?b  ?g  943  ?a   => ?a  900  ?b	0.01754386	0.000082257	0.666666667	2	24314	3	?a
?h  270  ?b  ?a  879  ?h   => ?a  1134  ?b	0.011051374	0.038865546	0.239482201	74	1904	309	?a
?b  170  ?h  ?a  979  ?h   => ?a  979  ?b	0.024418937	0.122939011	0.122939011	768	6247	6247	?a
?g  1255  ?b  ?g  191  ?a   => ?a  900  ?b	0.026315789	0.000035829	0.6	3	83731	5	?a
?h  215  ?a  ?b  879  ?h   => ?a  309  ?b	0.01369863	0.000163787	1	2	12211	2	?b
?a  100  ?g  ?g  57  ?b   => ?a  591  ?b	0.015011835	0.138824885	0.45557656	241	1736	529	?a
?a  284  ?g  ?g  57  ?b   => ?a  591  ?b	0.012395665	0.061155501	0.270380435	199	3254	736	?a
?a  166  ?h  ?h  591  ?b   => ?a  591  ?b	0.012956273	0.553191489	0.995215311	208	376	209	?a
?a  613  ?h  ?h  879  ?b   => ?a  200  ?b	0.038235294	0.000025755	0.232142857	13	504755	56	?a
?a  170  ?h  ?h  591  ?b   => ?a  591  ?b	0.011710477	0.529577465	0.994708995	188	355	189	?a
?g  170  ?a  ?g  591  ?b   => ?a  591  ?b	0.011710477	0.480818414	0.994708995	188	391	189	?a
?g  166  ?a  ?g  591  ?b   => ?a  591  ?b	0.012956273	0.538860104	0.995215311	208	386	209	?a
?a  1095  ?h  ?h  306  ?b   => ?a  306  ?b	0.01208718	0.158354115	0.62254902	127	802	204	?a
?g  193  ?b  ?g  444  ?a   => ?a  44  ?b	0.010784901	0.018326828	0.203007519	108	5893	532	?b
?h  306  ?b  ?a  613  ?h   => ?a  306  ?b	0.010754735	0.342424242	0.680722892	113	330	166	?a
?h  306  ?b  ?a  775  ?h   => ?a  306  ?b	0.025982678	0.24863388	0.551515152	273	1098	495	?a
?h  1296  ?b  ?a  215  ?h   => ?a  1296  ?b	0.139534884	0.000035702	0.384615385	30	840280	78	?a
?h  306  ?b  ?a  759  ?h   => ?a  306  ?b	0.01332445	0.01979918	0.326340326	140	7071	429	?a
?a  215  ?h  ?h  52  ?b   => ?a  52  ?b	0.087662338	0.00003214	0.306818182	27	840077	88	?a
?a  170  ?h  ?b  170  ?h   => ?a  200  ?b	0.011764706	0.000031521	0.266666667	4	126901	15	?a
?g  306  ?b  ?g  775  ?a   => ?a  306  ?b	0.026173028	0.045612871	0.55	275	6029	500	?a
?h  1076  ?b  ?a  459  ?h   => ?a  1360  ?b	0.019011407	0.081967213	0.625	5	61	8	?a
?h  1360  ?b  ?a  459  ?h   => ?a  1360  ?b	0.045627376	0.089552239	0.444444444	12	134	27	?a
?h  1360  ?b  ?a  458  ?h   => ?a  1360  ?b	0.022813688	0.75	0.75	6	8	8	?a
?g  1360  ?b  ?g  458  ?a   => ?a  1360  ?b	0.022813688	0.230769231	0.75	6	26	8	?a
?a  142  ?h  ?h  204  ?b   => ?a  204  ?b	0.049586777	0.75	1	6	8	6	?a
?a  166  ?h  ?h  204  ?b   => ?a  204  ?b	0.041322314	1	1	5	5	5	?a
?a  170  ?h  ?h  204  ?b   => ?a  204  ?b	0.041322314	1	1	5	5	5	?a
?h  204  ?b  ?a  813  ?h   => ?a  204  ?b	0.016528926	0.666666667	1	2	3	2	?a
?g  142  ?a  ?g  204  ?b   => ?a  204  ?b	0.041322314	0.5	1	5	10	5	?a
?g  1360  ?b  ?g  459  ?a   => ?a  1360  ?b	0.02661597	0.019073569	0.291666667	7	367	24	?a
?g  204  ?b  ?g  813  ?a   => ?a  204  ?b	0.024793388	0.3	1	3	10	3	?a
?g  170  ?a  ?g  204  ?b   => ?a  204  ?b	0.033057851	0.666666667	1	4	6	4	?a
?b  613  ?h  ?h  879  ?a   => ?a  200  ?b	0.035294118	0.000023774	0.235294118	12	504755	51	?a
?a  879  ?h  ?h  901  ?b   => ?a  857  ?b	0.014042184	0.143025309	0.15477707	243	1699	1570	?a
?h  112  ?b  ?a  759  ?h   => ?a  306  ?b	0.012658228	0.025304414	0.711229947	133	5256	187	?a
?g  166  ?a  ?g  204  ?b   => ?a  204  ?b	0.041322314	0.833333333	1	5	6	5	?a
?h  479  ?b  ?a  95  ?h   => ?a  479  ?b	0.02393617	0.627906977	0.627906977	54	86	86	?b
?h  479  ?b  ?a  613  ?h   => ?a  479  ?b	0.018617021	0.302158273	0.302158273	42	139	139	?b
?h  479  ?b  ?a  879  ?h   => ?a  479  ?b	0.018617021	0.807692308	0.807692308	42	52	52	?b
?a  166  ?h  ?h  479  ?b   => ?a  479  ?b	0.015514184	0.625	0.625	35	56	56	?b
?g  479  ?b  ?g  613  ?a   => ?a  479  ?b	0.018617021	0.102941176	0.102941176	42	408	408	?b
?g  170  ?a  ?g  479  ?b   => ?a  479  ?b	0.015514184	0.102941176	0.102941176	35	340	340	?b
?a  215  ?h  ?h  224  ?b   => ?a  224  ?b	0.117021277	0.00002648	0.392857143	22	830810	56	?a
?g  166  ?a  ?g  479  ?b   => ?a  479  ?b	0.015514184	0.106707317	0.106707317	35	328	328	?b
?a  170  ?h  ?h  479  ?b   => ?a  479  ?b	0.015514184	0.833333333	0.833333333	35	42	42	?b
?a  215  ?h  ?h  357  ?b   => ?a  357  ?b	0.031984948	0.000040453	0.173469388	34	840478	196	?a
?g  479  ?b  ?g  95  ?a   => ?a  479  ?b	0.02393617	0.169278997	0.169278997	54	319	319	?b
?a  215  ?h  ?h  420  ?b   => ?a  420  ?b	0.214876033	0.000031276	0.52	26	831296	50	?a
?g  479  ?b  ?g  857  ?a   => ?a  479  ?b	0.018173759	0.136666667	0.136666667	41	300	300	?b
?g  230  ?b  ?g  88  ?a   => ?a  306  ?b	0.01065956	0.052681091	0.817518248	112	2126	137	?a
?a  166  ?h  ?h  857  ?b   => ?a  857  ?b	0.460965039	0.997000375	0.997873405	7977	8001	7994	?a
?g  170  ?a  ?g  170  ?b   => ?a  200  ?b	0.011764706	0.000032241	0.5	4	124067	8	?a
?a  216  ?b  ?a  483  ?b   => ?a  663  ?b	0.011428571	0.033333333	0.666666667	2	60	3	?a
?a  216  ?b  ?a  74  ?b   => ?a  663  ?b	0.04	0.583333333	1	7	12	7	?a
?a  1060  ?b  ?a  225  ?b   => ?a  663  ?b	0.022857143	0.003683241	1	4	1086	4	?a
?a  1060  ?b  ?a  193  ?b   => ?a  663  ?b	0.011428571	0.004750594	1	2	421	2	?a
?b  1012  ?h  ?a  663  ?h   => ?a  663  ?b	0.051428571	0.5	0.5	9	18	18	?a
?b  1012  ?h  ?a  216  ?h   => ?a  663  ?b	0.045714286	0.098765432	1	8	81	8	?a
?b  26  ?h  ?h  522  ?a   => ?a  663  ?b	0.017142857	0.111111111	1	3	27	3	?a
?h  1012  ?b  ?a  663  ?h   => ?a  663  ?b	0.051428571	0.409090909	0.409090909	9	22	22	?a
?a  236  ?b  ?a  73  ?b   => ?a  663  ?b	0.011428571	0.001355014	0.666666667	2	1476	3	?a
?a  170  ?h  ?h  663  ?b   => ?a  663  ?b	0.045714286	0.615384615	1	8	13	8	?a
?a  170  ?h  ?h  857  ?b   => ?a  857  ?b	0.461427333	0.996754463	0.998125	7985	8011	8000	?a
?a  216  ?b  ?a  236  ?b   => ?a  663  ?b	0.011428571	0.051282051	1	2	39	2	?a
?a  166  ?h  ?h  663  ?b   => ?a  663  ?b	0.045714286	0.571428571	1	8	14	8	?a
?a  170  ?h  ?h  236  ?b   => ?a  663  ?b	0.022857143	0.027027027	1	4	148	4	?a
?a  166  ?h  ?h  236  ?b   => ?a  663  ?b	0.034285714	0.044117647	1	6	136	6	?a
?a  142  ?h  ?h  663  ?b   => ?a  663  ?b	0.011428571	1	1	2	2	2	?a
?g  166  ?a  ?g  663  ?b   => ?a  663  ?b	0.045714286	0.444444444	1	8	18	8	?a
?g  170  ?a  ?g  663  ?b   => ?a  663  ?b	0.045714286	0.421052632	1	8	19	8	?a
?g  142  ?a  ?g  663  ?b   => ?a  663  ?b	0.011428571	0.2	0.5	2	10	4	?a
?h  1012  ?b  ?a  216  ?h   => ?a  663  ?b	0.068571429	0.004693	0.4	12	2557	30	?a
?g  215  ?a  ?g  613  ?b   => ?a  309  ?b	0.054794521	0.000232741	0.666666667	8	34373	12	?b
?g  236  ?b  ?g  522  ?a   => ?a  663  ?b	0.011428571	0.001984127	0.5	2	1008	4	?a
?g  170  ?a  ?g  236  ?b   => ?a  663  ?b	0.034285714	0.014925373	1	6	402	6	?a
?g  166  ?a  ?g  236  ?b   => ?a  663  ?b	0.022857143	0.00990099	1	4	404	4	?a
?g  229  ?b  ?g  522  ?a   => ?a  663  ?b	0.017142857	0.016304348	0.5	3	184	6	?a
?h  1277  ?b  ?a  142  ?h   => ?a  663  ?b	0.011428571	0.016949153	1	2	118	2	?a
?a  1277  ?b  ?a  225  ?b   => ?a  663  ?b	0.011428571	0.001784121	1	2	1121	2	?a
?a  613  ?h  ?h  987  ?b   => ?a  987  ?b	0.010752688	0.05988024	0.333333333	10	167	30	?a
?g  170  ?a  ?g  857  ?b   => ?a  857  ?b	0.46148512	0.773612322	0.99825	7986	10323	8000	?a
?a  749  ?h  ?h  987  ?b   => ?a  987  ?b	0.025806452	0.01843318	0.282352941	24	1302	85	?a
?g  749  ?a  ?g  987  ?b   => ?a  987  ?b	0.024731183	0.04742268	0.280487805	23	485	82	?a
?g  613  ?a  ?g  987  ?b   => ?a  987  ?b	0.010752688	0.037037037	0.357142857	10	270	28	?a
?a  143  ?h  ?h  444  ?b   => ?a  663  ?b	0.011428571	0.002436054	0.142857143	2	821	14	?a
?h  306  ?b  ?a  88  ?h   => ?a  306  ?b	0.015418293	0.002090916	0.399014778	162	77478	406	?a
?a  193  ?b  ?a  225  ?b   => ?a  663  ?b	0.017142857	0.001915709	1	3	1566	3	?a
?a  1277  ?b  ?a  193  ?b   => ?a  663  ?b	0.011428571	0.006802721	1	2	294	2	?a
?h  1188  ?b  ?a  170  ?h   => ?a  1188  ?b	0.013342103	0.881987578	0.953020134	284	322	298	?a
?a  170  ?h  ?h  225  ?b   => ?a  663  ?b	0.011428571	0.000103157	0.285714286	2	19388	7	?a
?a  166  ?h  ?h  861  ?b   => ?a  861  ?b	0.072183099	0.796116505	0.891304348	82	103	92	?a
?a  170  ?h  ?h  861  ?b   => ?a  861  ?b	0.070422535	0.776699029	0.860215054	80	103	93	?a
?g  166  ?a  ?g  857  ?b   => ?a  857  ?b	0.460907252	0.758030793	0.997748311	7976	10522	7994	?a
?g  170  ?a  ?g  861  ?b   => ?a  861  ?b	0.069542254	0.300380228	0.887640449	79	263	89	?a
?g  166  ?a  ?g  861  ?b   => ?a  861  ?b	0.068661972	0.260869565	0.876404494	78	299	89	?a
?a  88  ?h  ?h  987  ?b   => ?a  987  ?b	0.015053763	0.000435838	0.21875	14	32122	64	?a
?h  1188  ?b  ?a  613  ?h   => ?a  1188  ?b	0.069247393	0.574211141	0.99393122	1474	2567	1483	?a
?h  1337  ?b  ?a  293  ?h   => ?a  1337  ?b	0.31897302	0.366316842	0.751794872	733	2001	975	?a
?g  88  ?a  ?g  987  ?b   => ?a  987  ?b	0.012903226	0.015075377	0.218181818	12	796	55	?a
?a  613  ?b  ?b  879  ?a   => ?a  1360  ?b	0.045627376	0.000155005	0.8	12	77417	15	?a
?g  1337  ?b  ?g  293  ?a   => ?a  1337  ?b	0.31897302	0.223067559	0.752566735	733	3286	974	?a
?h  1188  ?b  ?a  166  ?h   => ?a  1188  ?b	0.013436061	0.856287425	0.947019868	286	334	302	?a
?h  1188  ?b  ?a  879  ?h   => ?a  1188  ?b	0.015315231	0.291331546	0.973134328	326	1119	335	?a
?a  170  ?h  ?h  986  ?b   => ?a  986  ?b	0.052285754	0.672661871	0.708333333	374	556	528	?a
?a  1032  ?h  ?h  606  ?b   => ?a  986  ?b	0.065287292	0.894636015	0.919291339	467	522	508	?a
?a  166  ?h  ?h  986  ?b   => ?a  986  ?b	0.052285754	0.677536232	0.701688555	374	552	533	?a
?g  1188  ?b  ?g  170  ?a   => ?a  1188  ?b	0.013342103	0.137797186	0.949832776	284	2061	299	?a
?g  1188  ?b  ?g  166  ?a   => ?a  1188  ?b	0.013436061	0.137170264	0.956521739	286	2085	299	?a
?g  1188  ?b  ?g  613  ?a   => ?a  1188  ?b	0.015268251	0.174356223	0.975975976	325	1864	333	?a
?g  166  ?a  ?g  986  ?b   => ?a  986  ?b	0.052285754	0.122142391	0.708333333	374	3062	528	?a
?g  170  ?a  ?g  986  ?b   => ?a  986  ?b	0.052285754	0.122182293	0.701688555	374	3061	533	?a
?b  415  ?h  ?a  986  ?h   => ?a  986  ?b	0.010624913	0.666666667	0.666666667	76	114	114	?a
