Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  1  ?a  ?b  606  ?h   => ?a  309  ?b	0.015432099	0.046189376	0.833333333	20	433	24	?b
?b  879  ?h  ?a  91  ?h   => ?a  309  ?b	0.378858025	0.230841561	0.972277228	491	2127	505	?b
?a  287  ?h  ?b  879  ?h   => ?a  309  ?b	0.010802469	0.058333333	1	14	240	14	?b
?a  78  ?h  ?h  879  ?b   => ?a  1008  ?b	0.011386228	0.000679692	0.9	63	92689	70	?a
?b  179  ?h  ?a  610  ?h   => ?a  309  ?b	0.027777778	0.00003622	0.188481675	36	993932	191	?b
?a  287  ?h  ?h  879  ?b   => ?a  309  ?b	0.12345679	0.085607277	0.987654321	160	1869	162	?b
?b  799  ?h  ?a  977  ?h   => ?a  309  ?b	0.015432099	0.01754386	0.454545455	20	1140	44	?b
?h  613  ?b  ?a  91  ?h   => ?a  309  ?b	0.493055556	0.187225315	0.97112462	639	3413	658	?b
?h  366  ?b  ?a  91  ?h   => ?a  309  ?b	0.222222222	0.096160267	0.953642384	288	2995	302	?b
?a  1194  ?h  ?h  879  ?b   => ?a  309  ?b	0.033179012	0.007389586	0.251461988	43	5819	171	?b
?g  454  ?b  ?g  88  ?a   => ?a  610  ?b	0.043918076	0.032973413	0.110231044	3521	106783	31942	?a
?h  1  ?a  ?b  879  ?h   => ?a  309  ?b	0.378858025	0.040773958	0.991919192	491	12042	495	?b
?g  215  ?a  ?g  613  ?b   => ?a  86  ?b	0.035460993	0.000035535	1	5	140707	5	?b
?g  879  ?a  ?g  879  ?b   => ?a  313  ?b	0.041353383	0.000000895	0.127906977	11	12294249	86	?b
?b  109  ?h  ?a  78  ?h   => ?a  1008  ?b	0.011386228	0.000004843	0.1640625	63	13009058	384	?a
?g  1146  ?b  ?g  215  ?a   => ?a  309  ?b	0.027006173	0.002014736	0.507246377	35	17372	69	?b
?g  1  ?a  ?g  1146  ?b   => ?a  309  ?b	0.021604938	0.019073569	0.848484848	28	1468	33	?b
?g  1  ?a  ?g  366  ?b   => ?a  309  ?b	0.226080247	0.054501488	0.976666667	293	5376	300	?b
?a  265  ?h  ?h  879  ?b   => ?a  309  ?b	0.12191358	0.007153853	0.868131868	158	22086	182	?b
?g  1193  ?a  ?g  309  ?b   => ?a  309  ?b	0.019290123	0.423728814	0.423728814	25	59	59	?b
?g  1  ?a  ?g  77  ?b   => ?a  309  ?b	0.010030864	0.033854167	1	13	384	13	?b
?g  215  ?a  ?g  44  ?b   => ?a  309  ?b	0.022376543	0.001004225	0.568627451	29	28878	51	?b
?b  613  ?h  ?a  78  ?h   => ?a  1008  ?b	0.011566962	0.000037626	0.646464646	64	1700957	99	?a
?g  74  ?b  ?g  88  ?a   => ?a  309  ?b	0.018518519	0.001842893	0.452830189	24	13023	53	?b
?a  576  ?h  ?h  835  ?b   => ?a  835  ?b	0.029350105	0.212121212	0.875	14	66	16	?a
?g  576  ?a  ?g  835  ?b   => ?a  835  ?b	0.029350105	0.138613861	0.875	14	101	16	?a
?h  1099  ?b  ?a  1238  ?h   => ?a  1099  ?b	0.016972085	0.922895821	0.989274448	1568	1699	1585	?a
?a  155  ?h  ?b  179  ?h   => ?a  309  ?b	0.010030864	0.000045543	0.240740741	13	285442	54	?b
?g  265  ?a  ?g  879  ?b   => ?a  309  ?b	0.12191358	0.005189345	0.863387978	158	30447	183	?b
?b  166  ?a  ?a  170  ?b   => ?a  108  ?b	0.010480249	0.000888459	0.762874251	637	716972	835	?a
?g  215  ?a  ?g  78  ?b   => ?a  309  ?b	0.037037037	0.001405975	0.333333333	48	34140	144	?b
?g  215  ?a  ?g  879  ?b   => ?a  86  ?b	0.092198582	0.000039638	1	13	327972	13	?b
?g  109  ?b  ?g  215  ?a   => ?a  309  ?b	0.010802469	0.000559351	0.28	14	25029	50	?b
?h  44  ?b  ?a  934  ?h   => ?a  1099  ?b	0.015868033	0.934353091	0.943979395	1466	1569	1553	?a
?h  1099  ?b  ?a  768  ?h   => ?a  1099  ?b	0.031974196	0.975239353	0.992274101	2954	3029	2977	?a
?h  1099  ?b  ?a  613  ?h   => ?a  1099  ?b	0.025490599	0.561516452	0.994930292	2355	4194	2367	?a
?a  107  ?h  ?h  1099  ?b   => ?a  1099  ?b	0.015684025	0.36161717	0.979716024	1449	4007	1479	?a
?g  1099  ?b  ?g  1238  ?a   => ?a  1099  ?b	0.017459166	0.266303451	0.989570552	1613	6057	1630	?a
?h  1099  ?b  ?a  934  ?h   => ?a  1099  ?b	0.240401788	0.799294634	0.993869423	22210	27787	22347	?a
?g  454  ?a  ?g  88  ?b   => ?a  108  ?b	0.015152762	0.008624968	0.438154139	921	106783	2102	?a
?a  108  ?h  ?h  1099  ?b   => ?a  1099  ?b	0.026010153	0.495055624	0.98443261	2403	4854	2441	?a
?g  1099  ?b  ?g  768  ?a   => ?a  1099  ?b	0.013594986	0.94082397	0.991318074	1256	1335	1267	?a
?a  170  ?h  ?b  349  ?h   => ?a  611  ?b	0.012362584	0.865481252	0.869177019	2239	2587	2576	?a
?a  166  ?h  ?b  349  ?h   => ?a  611  ?b	0.012169333	0.863298081	0.867716535	2204	2553	2540	?a
?h  166  ?a  ?b  349  ?h   => ?a  611  ?b	0.011578535	0.822352941	0.866887143	2097	2550	2419	?a
?h  170  ?a  ?b  349  ?h   => ?a  611  ?b	0.011589578	0.81042471	0.869511185	2099	2590	2414	?a
?g  108  ?a  ?g  1099  ?b   => ?a  1099  ?b	0.015738145	0.358481262	0.981106613	1454	4056	1482	?a
?g  1  ?a  ?g  613  ?b   => ?a  309  ?b	0.575617284	0.029941802	0.975163399	746	24915	765	?b
?g  1  ?a  ?g  879  ?b   => ?a  309  ?b	0.250771605	0.012945113	0.993883792	325	25106	327	?b
?g  1099  ?b  ?g  934  ?a   => ?a  1099  ?b	0.068462013	0.900612274	0.987509758	6325	7023	6405	?a
?b  1  ?a  ?b  88  ?a   => ?a  309  ?b	0.168981481	0.057420031	1	219	3814	219	?b
?g  107  ?a  ?g  1099  ?b   => ?a  1099  ?b	0.025945209	0.49189411	0.983990148	2397	4873	2436	?a
?b  179  ?h  ?h  88  ?a   => ?a  309  ?b	0.017746914	0.000038903	0.169117647	23	591220	136	?b
?h  475  ?b  ?a  613  ?h   => ?a  475  ?b	0.011560694	0.007092199	1	2	282	2	?a
?a  170  ?h  ?h  611  ?b   => ?a  611  ?b	0.024360751	0.965637995	0.983942908	4412	4569	4484	?a
?a  228  ?h  ?h  710  ?b   => ?a  611  ?b	0.069548509	0.75547292	0.798630484	12596	16673	15772	?a
?h  1382  ?b  ?a  228  ?h   => ?a  611  ?b	0.018298171	0.119643308	0.130369788	3314	27699	25420	?a
?g  475  ?b  ?g  613  ?a   => ?a  475  ?b	0.011560694	0.037037037	0.666666667	2	54	3	?a
?g  1099  ?b  ?g  879  ?a   => ?a  1099  ?b	0.024018531	0.51568673	0.998649865	2219	4303	2222	?a
?h  1087  ?b  ?a  613  ?h   => ?a  1087  ?b	0.03539823	0.666666667	0.666666667	12	18	18	?b
?h  1087  ?b  ?a  879  ?h   => ?a  1087  ?b	0.017699115	0.103448276	0.103448276	6	58	58	?b
?h  1087  ?b  ?a  755  ?h   => ?a  1087  ?b	0.01179941	0.8	0.8	4	5	5	?b
?g  1087  ?b  ?g  879  ?a   => ?a  1087  ?b	0.03539823	0.8	0.8	12	15	15	?b
?g  1087  ?b  ?g  613  ?a   => ?a  1087  ?b	0.017699115	0.206896552	0.206896552	6	29	29	?b
?g  1087  ?b  ?g  755  ?a   => ?a  1087  ?b	0.01179941	0.8	0.8	4	5	5	?b
?h  225  ?b  ?a  398  ?h   => ?a  475  ?b	0.028901734	0.000216826	0.416666667	5	23060	12	?a
?a  138  ?h  ?h  225  ?b   => ?a  475  ?b	0.034682081	0.000575926	0.75	6	10418	8	?a
?g  40  ?b  ?g  439  ?a   => ?a  309  ?b	0.019290123	0.000309521	0.257731959	25	80770	97	?b
?g  1045  ?a  ?g  225  ?b   => ?a  475  ?b	0.034682081	0.000373343	0.75	6	16071	8	?a
?g  140  ?b  ?g  461  ?a   => ?a  611  ?b	0.011942952	0.361887234	0.36760707	2163	5977	5884	?a
?a  423  ?h  ?h  44  ?b   => ?a  475  ?b	0.011560694	0.000015232	0.666666667	2	131306	3	?a
?a  166  ?h  ?h  611  ?b   => ?a  611  ?b	0.024714126	0.956614661	0.981794253	4476	4679	4559	?a
?g  227  ?a  ?g  710  ?b   => ?a  611  ?b	0.069935012	0.529404389	0.79866322	12666	23925	15859	?a
?a  613  ?h  ?h  815  ?b   => ?a  1385  ?b	0.011034299	0.005790428	0.526427061	249	43002	473	?a
?h  3  ?b  ?a  613  ?h   => ?a  3  ?b	0.020835403	0.270374804	0.436839756	2936	10859	6721	?a
?h  713  ?b  ?a  847  ?h   => ?a  3  ?b	0.013845324	0.069925809	0.263577412	1951	27901	7402	?a
?h  1185  ?b  ?a  220  ?h   => ?a  1185  ?b	0.017921147	0.011325028	0.5	10	883	20	?a
?g  1185  ?b  ?g  220  ?a   => ?a  1185  ?b	0.012544803	0.02811245	0.538461538	7	249	13	?a
?h  3  ?b  ?a  764  ?h   => ?a  3  ?b	0.015328498	0.054301373	0.24329804	2160	39778	8878	?a
?a  248  ?h  ?h  3  ?b   => ?a  3  ?b	0.015541394	0.03856109	0.285900783	2190	56793	7660	?a
?g  1382  ?b  ?g  227  ?a   => ?a  611  ?b	0.018739889	0.081390887	0.132397113	3394	41700	25635	?a
?a  250  ?h  ?h  3  ?b   => ?a  3  ?b	0.010531246	0.165311351	0.288659794	1484	8977	5141	?a
?g  170  ?a  ?g  611  ?b   => ?a  611  ?b	0.024344187	0.843827751	0.983054627	4409	5225	4485	?a
?a  175  ?h  ?h  815  ?b   => ?a  1064  ?b	0.015209125	0.003690037	0.166666667	4	1084	24	?a
?a  138  ?h  ?h  1385  ?b   => ?a  1385  ?b	0.047283524	0.000320207	0.60316563	1067	3332218	1769	?a
?h  1064  ?b  ?a  613  ?h   => ?a  1064  ?b	0.011406844	0.103448276	1	3	29	3	?a
?h  875  ?b  ?a  875  ?h   => ?a  875  ?b	0.818045489	1	1	19638	19638	19638	?a
?g  1064  ?b  ?g  879  ?a   => ?a  1064  ?b	0.015209125	0.666666667	1	4	6	4	?a
?g  142  ?a  ?g  815  ?b   => ?a  1064  ?b	0.011406844	0.001251564	0.75	3	2397	4	?a
?h  1149  ?b  ?a  166  ?h   => ?a  1149  ?b	0.086857143	0.630705394	0.968152866	152	241	157	?a
?h  1149  ?b  ?a  170  ?h   => ?a  1149  ?b	0.085714286	0.660792952	0.967741935	150	227	155	?a
?g  166  ?a  ?g  611  ?b   => ?a  611  ?b	0.024675475	0.858432578	0.983278328	4469	5206	4545	?a
?g  1149  ?b  ?g  166  ?a   => ?a  1149  ?b	0.084571429	0.498316498	0.967320261	148	297	153	?a
?a  534  ?h  ?h  962  ?b   => ?a  962  ?b	0.014184397	0.285714286	0.571428571	4	14	7	?a
?a  459  ?h  ?h  962  ?b   => ?a  962  ?b	0.287234043	0.389423077	0.870967742	81	208	93	?a
?g  1149  ?b  ?g  170  ?a   => ?a  1149  ?b	0.084	0.550561798	0.967105263	147	267	152	?a
?g  534  ?a  ?g  962  ?b   => ?a  962  ?b	0.010638298	0.088235294	0.6	3	34	5	?a
?g  459  ?a  ?g  962  ?b   => ?a  962  ?b	0.081560284	0.190082645	0.71875	23	121	32	?a
?g  879  ?a  ?g  962  ?b   => ?a  962  ?b	0.010638298	0.3	1	3	10	3	?a
?g  216  ?b  ?g  288  ?a   => ?a  1008  ?b	0.033255015	0.001269701	0.427906977	184	144916	430	?a
?g  875  ?a  ?g  875  ?b   => ?a  875  ?b	0.053278347	0.190327381	0.223757873	1279	6720	5716	?a
?g  250  ?a  ?g  3  ?b   => ?a  3  ?b	0.013426629	0.031549634	0.28788801	1892	59969	6572	?a
?b  509  ?h  ?h  77  ?a   => ?a  63  ?b	0.011043622	0.000967071	1	20	20681	20	?a
?h  216  ?b  ?a  613  ?h   => ?a  1064  ?b	0.011406844	0.000103943	1	3	28862	3	?a
?h  1336  ?b  ?a  759  ?h   => ?a  63  ?b	0.076753175	0.006411439	0.290187891	139	21680	479	?a
?g  248  ?a  ?g  3  ?b   => ?a  3  ?b	0.01168798	0.121343844	0.28573907	1647	13573	5764	?a
?g  1336  ?b  ?g  77  ?a   => ?a  63  ?b	0.011043622	0.000930709	1	20	21489	20	?a
?h  285  ?b  ?a  459  ?h   => ?a  285  ?b	0.231884058	0.301886792	0.450704225	32	106	71	?a
?b  1196  ?h  ?a  288  ?h   => ?a  1064  ?b	0.136882129	0.000130211	0.166666667	36	276475	216	?a
?h  25  ?b  ?a  98  ?h   => ?a  285  ?b	0.014492754	0.666666667	0.666666667	2	3	3	?a
?a  265  ?h  ?h  285  ?b   => ?a  285  ?b	0.028985507	0.5	0.571428571	4	8	7	?a
?a  221  ?h  ?h  285  ?b   => ?a  285  ?b	0.028985507	0.8	0.8	4	5	5	?a
?h  285  ?b  ?a  613  ?h   => ?a  285  ?b	0.014492754	0.285714286	0.285714286	2	7	7	?a
?b  509  ?h  ?a  759  ?h   => ?a  63  ?b	0.16841524	0.008216373	0.27676951	305	37121	1102	?a
?h  426  ?b  ?a  818  ?h   => ?a  285  ?b	0.028985507	0.000092978	0.333333333	4	43021	12	?a
?h  285  ?b  ?a  755  ?h   => ?a  285  ?b	0.014492754	1	1	2	2	2	?a
?g  285  ?b  ?g  459  ?a   => ?a  285  ?b	0.065217391	0.083333333	0.183673469	9	108	49	?a
?g  265  ?a  ?g  285  ?b   => ?a  285  ?b	0.028985507	0.4	0.444444444	4	10	9	?a
?g  221  ?a  ?g  285  ?b   => ?a  285  ?b	0.028985507	0.5	1	4	8	4	?a
?g  285  ?b  ?g  613  ?a   => ?a  285  ?b	0.014492754	0.5	0.5	2	4	4	?a
?g  285  ?b  ?g  755  ?a   => ?a  285  ?b	0.014492754	1	1	2	2	2	?a
?a  673  ?h  ?b  673  ?h   => ?a  673  ?b	0.334809979	0.296021439	0.303081469	1436	4851	4738	?b
?h  112  ?a  ?b  509  ?h   => ?a  63  ?b	0.051905025	0.007528432	0.199575372	94	12486	471	?a
?h  673  ?b  ?a  673  ?h   => ?a  673  ?b	0.33690837	0.304338669	0.304338669	1445	4748	4748	?b
?g  112  ?a  ?g  1336  ?b   => ?a  63  ?b	0.05963556	0.007918469	0.201869159	108	13639	535	?a
?g  673  ?a  ?g  673  ?b   => ?a  673  ?b	0.33690837	0.294117647	0.294117647	1445	4913	4913	?b
?g  673  ?a  ?b  673  ?g   => ?a  673  ?b	0.329214269	0.297388374	0.297388374	1412	4748	4748	?b
?a  1367  ?h  ?b  429  ?h   => ?a  1367  ?b	0.220125786	0.181034483	0.181034483	105	580	580	?a
?g  25  ?b  ?g  793  ?a   => ?a  285  ?b	0.02173913	0.00012054	0.333333333	3	24888	9	?a
?a  1367  ?h  ?h  429  ?b   => ?a  1367  ?b	0.220125786	0.236486486	0.236486486	105	444	444	?a
?g  1367  ?b  ?g  175  ?a   => ?a  1367  ?b	0.303983229	0.966666667	0.966666667	145	150	150	?a
?h  1367  ?b  ?a  175  ?h   => ?a  1367  ?b	0.303983229	1	1	145	145	145	?a
?g  216  ?b  ?g  879  ?a   => ?a  1064  ?b	0.015209125	0.000259707	1	4	15402	4	?a
?h  43  ?b  ?a  755  ?h   => ?a  43  ?b	0.029255319	0.675438596	0.855555556	77	114	90	?a
?a  265  ?h  ?h  43  ?b   => ?a  43  ?b	0.059270517	0.496815287	0.702702703	156	314	222	?a
?h  43  ?b  ?a  534  ?h   => ?a  43  ?b	0.212006079	0.085978428	0.905844156	558	6490	616	?a
?g  1347  ?b  ?g  793  ?a   => ?a  285  ?b	0.036231884	0.000390259	0.161290323	5	12812	31	?a
?g  1216  ?a  ?g  265  ?b   => ?a  43  ?b	0.017477204	0.096033403	0.111650485	46	479	412	?a
?g  1216  ?a  ?g  459  ?b   => ?a  43  ?b	0.030395137	0.116959064	0.14084507	80	684	568	?a
?g  265  ?a  ?g  43  ?b   => ?a  43  ?b	0.058890578	0.386533666	0.698198198	155	401	222	?a
?g  43  ?b  ?g  755  ?a   => ?a  43  ?b	0.029255319	0.58778626	0.865168539	77	131	89	?a
?a  1336  ?b  ?b  1382  ?a   => ?a  63  ?b	0.013252347	0.004399633	1	24	5455	24	?a
?g  43  ?b  ?g  534  ?a   => ?a  43  ?b	0.011018237	0.026126126	0.408450704	29	1110	71	?a
?h  324  ?a  ?b  879  ?h   => ?a  470  ?b	0.033783784	0.001362398	0.555555556	5	3670	9	?a
?a  18  ?h  ?b  879  ?h   => ?a  470  ?b	0.013513514	0.00154202	0.4	2	1297	5	?a
?a  324  ?h  ?h  470  ?b   => ?a  470  ?b	0.101351351	0.319148936	0.789473684	15	47	19	?a
?h  470  ?b  ?a  674  ?h   => ?a  470  ?b	0.101351351	0.384615385	0.652173913	15	39	23	?a
?h  470  ?b  ?a  576  ?h   => ?a  470  ?b	0.013513514	0.086956522	0.285714286	2	23	7	?a
?g  470  ?b  ?g  674  ?a   => ?a  470  ?b	0.108108108	0.271186441	0.8	16	59	20	?a
?g  324  ?a  ?g  470  ?b   => ?a  470  ?b	0.094594595	0.358974359	0.636363636	14	39	22	?a
?g  470  ?b  ?g  576  ?a   => ?a  470  ?b	0.013513514	0.066666667	0.285714286	2	30	7	?a
?h  1179  ?b  ?a  220  ?h   => ?a  1179  ?b	0.114519427	0.038514443	1	56	1454	56	?a
?h  1347  ?b  ?a  98  ?h   => ?a  285  ?b	0.072463768	0.000017185	0.217391304	10	581894	46	?a
?a  166  ?h  ?h  952  ?b   => ?a  952  ?b	0.020660576	0.854651163	0.907407407	147	172	162	?a
?g  1179  ?b  ?g  220  ?a   => ?a  1179  ?b	0.022494888	0.069620253	1	11	158	11	?a
?a  170  ?h  ?h  952  ?b   => ?a  952  ?b	0.020660576	0.901840491	0.907407407	147	163	162	?a
?g  166  ?a  ?g  952  ?b   => ?a  952  ?b	0.020660576	0.890909091	0.907407407	147	165	162	?a
?a  610  ?h  ?b  88  ?h   => ?a  309  ?b	0.011574074	0.000004921	0.1875	15	3048287	80	?b
?g  170  ?a  ?g  952  ?b   => ?a  952  ?b	0.020660576	0.854651163	0.907407407	147	172	162	?a
?g  1347  ?a  ?g  25  ?b   => ?a  285  ?b	0.036231884	0.000367539	0.357142857	5	13604	14	?a
?g  815  ?b  ?g  879  ?a   => ?a  1064  ?b	0.011406844	0.00008895	0.5	3	33727	6	?a
?h  674  ?a  ?b  879  ?h   => ?a  470  ?b	0.027027027	0.000606336	0.666666667	4	6597	6	?a
?h  215  ?a  ?b  613  ?h   => ?a  86  ?b	0.070921986	0.000017068	1	10	585906	10	?b
?a  250  ?b  ?b  31  ?a   => ?a  1201  ?b	0.014198418	0.798988622	0.982892691	632	791	643	?b
?b  248  ?a  ?b  31  ?a   => ?a  1201  ?b	0.016265277	0.561675718	0.922292994	724	1289	785	?b
?a  166  ?h  ?h  221  ?b   => ?a  221  ?b	0.182488853	0.849754624	0.930934657	2251	2649	2418	?a
?a  170  ?h  ?h  221  ?b   => ?a  221  ?b	0.179651398	0.838441165	0.927584763	2216	2643	2389	?a
?a  229  ?h  ?h  295  ?b   => ?a  221  ?b	0.010620186	0.036510591	0.146696529	131	3588	893	?a
?a  166  ?h  ?h  229  ?b   => ?a  221  ?b	0.125334414	0.288056642	0.598297214	1546	5367	2584	?a
?h  221  ?b  ?a  239  ?h   => ?a  221  ?b	0.029833806	0.504109589	0.968421053	368	730	380	?a
?a  170  ?h  ?h  229  ?b   => ?a  221  ?b	0.120226996	0.285521756	0.594150641	1483	5194	2496	?a
?h  537  ?b  ?a  537  ?h   => ?a  537  ?b	0.101174345	0.161035226	0.161035226	224	1391	1391	?a
?a  512  ?h  ?h  987  ?b   => ?a  537  ?b	0.010840108	0.004633205	0.263736264	24	5180	91	?a
?h  229  ?b  ?a  239  ?h   => ?a  221  ?b	0.022051074	0.176508761	0.391366906	272	1541	695	?a
?g  537  ?a  ?g  537  ?b   => ?a  537  ?b	0.034778681	0.08113804	0.141284404	77	949	545	?a
?g  221  ?b  ?g  239  ?a   => ?a  221  ?b	0.010458046	0.522267206	0.948529412	129	247	136	?a
?g  170  ?a  ?g  221  ?b   => ?a  221  ?b	0.160113498	0.746127692	0.927665571	1975	2647	2129	?a
?g  166  ?a  ?g  221  ?b   => ?a  221  ?b	0.160599919	0.73835259	0.928738865	1981	2683	2133	?a
?a  165  ?h  ?h  451  ?b   => ?a  451  ?b	0.015300589	0.291226346	0.463433711	1185	4069	2557	?a
?g  165  ?a  ?g  451  ?b   => ?a  451  ?b	0.012124264	0.472571716	0.608949416	939	1987	1542	?a
?a  749  ?h  ?h  987  ?b   => ?a  537  ?b	0.089882565	0.006828164	0.164598842	199	29144	1209	?a
?a  229  ?h  ?b  265  ?h   => ?a  221  ?b	0.018402919	0.014684953	0.103134939	227	15458	2201	?a
?g  170  ?a  ?g  229  ?b   => ?a  221  ?b	0.107742197	0.234805654	0.590929302	1329	5660	2249	?a
?a  398  ?h  ?h  451  ?b   => ?a  451  ?b	0.011168784	0.997693195	1	865	867	865	?a
?g  398  ?a  ?g  451  ?b   => ?a  451  ?b	0.011168784	0.967561521	1	865	894	865	?a
?g  166  ?a  ?g  229  ?b   => ?a  221  ?b	0.106607215	0.225945017	0.587315766	1315	5820	2239	?a
?h  18  ?a  ?b  324  ?h   => ?a  18  ?b	0.030426703	0.076704024	0.337783172	835	10886	2472	?b
?g  613  ?b  ?g  88  ?a   => ?a  309  ?b	0.014660494	0.00015947	0.422222222	19	119145	45	?b
?b  576  ?h  ?h  590  ?a   => ?a  18  ?b	0.014357031	0.341125541	0.739212008	394	1155	533	?b
?a  18  ?h  ?b  324  ?h   => ?a  18  ?b	0.047042962	0.09262448	0.446867428	1291	13938	2889	?b
?a  324  ?h  ?b  879  ?h   => ?a  470  ?b	0.027027027	0.000558581	0.8	4	7161	5	?a
?a  18  ?h  ?b  576  ?h   => ?a  18  ?b	0.118573042	0.266110566	0.659772912	3254	12228	4932	?b
?h  18  ?a  ?b  576  ?h   => ?a  18  ?b	0.063950734	0.156500803	0.45034642	1755	11214	3897	?b
?h  18  ?a  ?b  674  ?h   => ?a  18  ?b	0.030681777	0.074191559	0.289645683	842	11349	2907	?b
?a  18  ?h  ?b  674  ?h   => ?a  18  ?b	0.048099698	0.125130344	0.428293316	1320	10549	3082	?b
?h  18  ?a  ?b  415  ?h   => ?a  18  ?b	0.013591808	0.053599655	0.242838542	373	6959	1536	?b
?a  18  ?h  ?b  415  ?h   => ?a  18  ?b	0.02878694	0.107967746	0.415570752	790	7317	1901	?b
?a  613  ?h  ?h  879  ?b   => ?a  673  ?b	0.212870133	0.000105263	0.159894921	913	8673519	5710	?b
?b  324  ?h  ?h  576  ?a   => ?a  18  ?b	0.017636556	0.002873086	0.137071651	484	168460	3531	?b
?h  18  ?a  ?b  384  ?h   => ?a  18  ?b	0.013591808	0.098442861	0.34251607	373	3789	1089	?b
?a  18  ?h  ?b  384  ?h   => ?a  18  ?b	0.014284153	0.104840867	0.386969398	392	3739	1013	?b
?b  324  ?h  ?a  576  ?h   => ?a  18  ?b	0.023248187	0.003465451	0.156526006	638	184103	4076	?b
?a  324  ?h  ?b  576  ?h   => ?a  18  ?b	0.029406406	0.004383416	0.154361132	807	184103	5228	?b
?b  18  ?h  ?h  576  ?a   => ?a  18  ?b	0.062930438	0.142139918	0.219051243	1727	12150	7884	?b
?b  18  ?h  ?h  324  ?a   => ?a  18  ?b	0.021863499	0.091240876	0.136923779	600	6576	4382	?b
?b  18  ?h  ?a  576  ?h   => ?a  18  ?b	0.07244106	0.162577691	0.273414936	1988	12228	7271	?b
?b  18  ?h  ?a  415  ?h   => ?a  18  ?b	0.015814598	0.059313926	0.107399159	434	7317	4041	?b
?b  18  ?h  ?a  324  ?h   => ?a  18  ?b	0.035746821	0.070383125	0.127171377	981	13938	7714	?b
?b  576  ?h  ?h  674  ?a   => ?a  18  ?b	0.031301243	0.003470805	0.114518064	859	247493	7501	?b
?b  18  ?h  ?a  674  ?h   => ?a  18  ?b	0.036038334	0.093752962	0.160630177	989	10549	6157	?b
?b  18  ?h  ?a  384  ?h   => ?a  18  ?b	0.010312284	0.075688687	0.121615814	283	3739	2327	?b
?h  18  ?b  ?a  384  ?h   => ?a  18  ?b	0.016944212	0.122723674	0.122723674	465	3789	3789	?b
?h  18  ?b  ?a  576  ?h   => ?a  18  ?b	0.103305032	0.252808989	0.252808989	2835	11214	11214	?b
?g  1347  ?b  ?g  215  ?a   => ?a  86  ?b	0.014184397	0.000055698	0.666666667	2	35908	3	?b
?h  18  ?b  ?a  324  ?h   => ?a  18  ?b	0.042415188	0.106926327	0.106926327	1164	10886	10886	?b
?h  18  ?b  ?a  674  ?h   => ?a  18  ?b	0.043945633	0.106264869	0.106264869	1206	11349	11349	?b
?a  18  ?h  ?h  576  ?b   => ?a  18  ?b	0.128338738	0.289876543	0.6828228	3522	12150	5158	?b
?a  18  ?h  ?h  674  ?b   => ?a  18  ?b	0.061837263	0.106541939	0.444939696	1697	15928	3814	?b
?a  18  ?h  ?h  324  ?b   => ?a  18  ?b	0.037386583	0.156021898	0.454988914	1026	6576	2255	?b
?a  674  ?h  ?b  879  ?h   => ?a  470  ?b	0.047297297	0.001107946	0.636363636	7	6318	11	?a
?a  590  ?h  ?h  674  ?b   => ?a  18  ?b	0.010239405	0.180707395	0.680387409	281	1555	413	?b
?a  18  ?h  ?h  415  ?b   => ?a  18  ?b	0.02878694	0.119101462	0.413396128	790	6633	1911	?b
?a  324  ?h  ?h  576  ?b   => ?a  18  ?b	0.029442845	0.004796391	0.167878662	808	168460	4813	?b
?h  415  ?b  ?a  576  ?h   => ?a  18  ?b	0.011842729	0.003549973	0.104636188	325	91550	3106	?b
?a  576  ?h  ?h  674  ?b   => ?a  18  ?b	0.031191925	0.003458684	0.139618333	856	247493	6131	?b
?a  18  ?h  ?h  384  ?b   => ?a  18  ?b	0.01089531	0.085428571	0.357655502	299	3500	836	?b
?g  576  ?b  ?g  590  ?a   => ?a  18  ?b	0.016033233	0.324723247	0.723684211	440	1355	608	?b
?g  18  ?a  ?g  576  ?b   => ?a  18  ?b	0.079765332	0.149501434	0.428124389	2189	14642	5113	?b
?g  18  ?a  ?g  415  ?b   => ?a  18  ?b	0.015851037	0.050646175	0.222165475	435	8589	1958	?b
?g  18  ?a  ?g  324  ?b   => ?a  18  ?b	0.029333528	0.086633663	0.303430079	805	9292	2653	?b
?h  534  ?b  ?a  879  ?h   => ?a  611  ?b	0.022665658	0.006739673	0.600497367	4105	609080	6836	?a
?g  18  ?a  ?g  674  ?b   => ?a  18  ?b	0.052873228	0.08039672	0.329398411	1451	18048	4405	?b
?g  18  ?b  ?g  576  ?a   => ?a  18  ?b	0.103377911	0.193757683	0.193757683	2837	14642	14642	?b
?b  112  ?a  ?b  1246  ?a   => ?a  1246  ?b	0.051914001	0.744360902	0.99	99	133	100	?b
?b  1246  ?a  ?b  613  ?a   => ?a  1246  ?b	0.014158364	0.75	1	27	36	27	?b
?a  112  ?b  ?b  1246  ?a   => ?a  1246  ?b	0.051914001	1	1	99	99	99	?b
?b  1246  ?a  ?a  613  ?b   => ?a  1246  ?b	0.014158364	1	1	27	27	27	?b
?b  1246  ?a  ?a  265  ?b   => ?a  1246  ?b	0.014158364	1	1	27	27	27	?b
?b  1246  ?a  ?b  265  ?a   => ?a  1246  ?b	0.014158364	0.84375	1	27	32	27	?b
?h  1246  ?a  ?b  1246  ?h   => ?a  1246  ?b	0.177241741	0.17940552	0.179882916	338	1884	1879	?b
