Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  1347  ?b   => ?a  793  ?b	0.042515184	0.000032629	0.23151751	119	3647105	514	?a
?b  385  ?a   => ?a  383  ?b	0.69074743	0.639403292	0.936699322	2486	3888	2654	?b
?a  1287  ?b   => ?a  1060  ?b	0.010626124	0.08811568	0.474452555	195	2213	411	?a
?b  1196  ?a   => ?a  1060  ?b	0.013568743	0.005785182	0.415	249	43041	600	?a
?a  193  ?b   => ?a  1060  ?b	0.076944036	0.016240899	0.345147886	1412	86941	4091	?a
?a  1277  ?b   => ?a  1060  ?b	0.347501499	0.069220416	0.574039067	6377	92126	11109	?a
?a  225  ?b   => ?a  1060  ?b	0.203204185	0.016739839	0.245328947	3729	222762	15200	?a
?b  813  ?a   => ?a  196  ?b	0.418670438	0.03310962	0.986666667	296	8940	300	?a
?a  836  ?b   => ?a  196  ?b	0.636492221	0.812274368	0.993377483	450	554	453	?a
?a  142  ?b   => ?a  196  ?b	0.694483734	0.021991311	0.974206349	491	22327	504	?a
?b  930  ?a   => ?a  59  ?b	0.039166492	0.013802928	0.455429498	562	40716	1234	?a
?a  741  ?b   => ?a  1147  ?b	0.013655337	0.030053282	0.157691778	1145	38099	7261	?a
?a  444  ?b   => ?a  1147  ?b	0.075813953	0.135387826	0.331335349	6357	46954	19186	?a
?a  522  ?b   => ?a  675  ?b	0.01113404	0.051056338	0.310991957	464	9088	1492	?a
?b  98  ?a   => ?a  1088  ?b	0.862612613	0.009194893	0.994518177	3447	374882	3466	?a
?b  415  ?a   => ?a  415  ?b	0.501475245	0.501475245	0.933239588	55748	111168	59736	?b
?a  534  ?b   => ?a  146  ?b	0.140559239	0.000423515	0.110704458	12190	28782950	110113	?a
?b  881  ?a   => ?a  881  ?b	0.540397351	0.540397351	0.999510044	2040	3775	2041	?a
?b  879  ?a   => ?a  1046  ?b	0.016	0.000001812	0.25	2	1103953	8	?a
?a  613  ?b   => ?a  1046  ?b	0.016	0.000000965	0.166666667	2	2071600	12	?a
?a  270  ?b   => ?a  918  ?b	0.058351218	0.006756372	0.206050594	9978	1476828	48425	?a
?b  674  ?a   => ?a  384  ?b	0.518293706	0.147708998	0.505488621	33984	230074	67230	?a
?b  439  ?a   => ?a  603  ?b	0.265397536	0.000120612	0.421708185	237	1964972	562	?b
?a  977  ?b   => ?a  603  ?b	0.073908175	0.003399784	0.628571429	66	19413	105	?b
?b  700  ?a   => ?a  699  ?b	0.666666667	0.81	1	162	200	162	?a
?a  613  ?b   => ?a  109  ?b	0.017043544	0.00078297	0.144395976	1622	2071600	11233	?a
?a  78  ?b   => ?a  109  ?b	0.113903833	0.082941834	0.538446255	10840	130694	20132	?a
?a  236  ?b   => ?a  73  ?b	0.03358385	0.191680383	0.360438942	3843	20049	10662	?a
?a  564  ?b   => ?a  832  ?b	0.054878049	0.012711864	0.290322581	18	1416	62	?b
?a  78  ?b   => ?a  832  ?b	0.048780488	0.000122423	0.32	16	130694	50	?b
?a  44  ?b   => ?a  832  ?b	0.015243902	0.000154145	0.227272727	5	32437	22	?b
?a  214  ?b   => ?a  832  ?b	0.021341463	0.002987623	0.291666667	7	2343	24	?b
?b  131  ?a   => ?a  132  ?b	0.739375063	0.569185552	0.981069191	7359	12929	7501	?b
?b  345  ?a   => ?a  1285  ?b	0.346534653	0.007202387	0.864197531	70	9719	81	?b
?b  112  ?a   => ?a  1285  ?b	0.034653465	0.0000415	0.179487179	7	168676	39	?b
?b  88  ?a   => ?a  1285  ?b	0.014851485	0.000000455	0.6	3	6590831	5	?b
?b  454  ?a   => ?a  1285  ?b	0.014851485	0.0000028	0.75	3	1071504	4	?b
?a  1385  ?b   => ?a  433  ?b	0.055172414	0.001965441	0.233009709	24	12211	103	?a
?a  1041  ?b   => ?a  433  ?b	0.025287356	0.001873935	0.15942029	11	5870	69	?a
?b  145  ?a   => ?a  139  ?b	0.320289855	0.405653451	0.999095841	1105	2724	1106	?a
?b  370  ?a   => ?a  67  ?b	0.020047978	0.003021226	1	117	38726	117	?b
?b  74  ?a   => ?a  67  ?b	0.01405072	0.00169362	0.725663717	82	48417	113	?b
?b  78  ?a   => ?a  67  ?b	0.013365319	0.000596814	0.478527607	78	130694	163	?b
?b  109  ?a   => ?a  67  ?b	0.127655929	0.007828262	0.330670217	745	95168	2253	?b
?a  1365  ?b   => ?a  112  ?b	0.018283573	0.446891755	0.825040128	3084	6901	3738	?a
?a  703  ?b   => ?a  112  ?b	0.015005099	0.292162069	0.62960199	2531	8663	4020	?a
?a  1233  ?b   => ?a  112  ?b	0.029429202	0.198290325	0.894414414	4964	25034	5550	?a
?b  40  ?a   => ?a  37  ?b	0.302839117	0.000869815	0.507936508	288	331105	567	?b
?b  1077  ?a   => ?a  37  ?b	0.107255521	0.000104053	0.237209302	102	980267	430	?b
?b  613  ?a   => ?a  349  ?b	0.164243546	0.000899788	0.572833436	1864	2071600	3254	?b
?b  611  ?a   => ?a  349  ?b	0.192175522	0.016973819	0.298154477	2181	128492	7315	?b
?a  613  ?b   => ?a  388  ?b	0.0979495	0.000279011	0.599585062	578	2071600	964	?a
?b  415  ?a   => ?a  743  ?b	0.03683515	0.002005973	0.164818921	223	111168	1353	?b
?a  415  ?b   => ?a  743  ?b	0.060951437	0.003319301	0.249661705	369	111168	1478	?b
?b  743  ?a   => ?a  743  ?b	0.532375289	0.532375289	0.856725146	3223	6054	3762	?b
?a  454  ?b   => ?a  144  ?b	0.010679025	0.000098926	0.123255814	106	1071504	860	?a
?a  134  ?b   => ?a  144  ?b	0.263550272	0.183488813	0.272528388	2616	14257	9599	?a
?b  200  ?a   => ?a  200  ?b	0.927868852	0.927868852	0.999117387	1132	1220	1133	?b
?b  12  ?a   => ?a  841  ?b	0.280821918	0.094108646	0.405940594	123	1307	303	?b
?a  742  ?b   => ?a  841  ?b	0.139269406	0.090236686	0.726190476	61	676	84	?b
?b  785  ?a   => ?a  841  ?b	0.0456621	0.015349194	0.392156863	20	1303	51	?b
?a  973  ?b   => ?a  841  ?b	0.079908676	0.008955988	0.593220339	35	3908	59	?b
?a  196  ?b   => ?a  142  ?b	0.021991311	0.694483734	0.976143141	491	707	503	?a
?a  836  ?b   => ?a  142  ?b	0.020647646	0.832129964	0.995680346	461	554	463	?a
?b  813  ?a   => ?a  142  ?b	0.208268016	0.520134228	0.994439692	4650	8940	4676	?a
?a  265  ?b   => ?a  142  ?b	0.014198056	0.001007533	0.24516628	317	314630	1293	?a
?a  613  ?b   => ?a  302  ?b	0.036319613	0.000014482	0.526315789	30	2071600	57	?a
?b  1014  ?a   => ?a  1229  ?b	0.112440191	0.139053254	0.839285714	47	338	56	?b
?b  1059  ?a   => ?a  1229  ?b	0.011961722	0.023041475	1	5	217	5	?b
?b  77  ?a   => ?a  1229  ?b	0.045454545	0.0003286	0.95	19	57821	20	?b
?b  270  ?a   => ?a  1229  ?b	0.0215311	0.000006094	0.375	9	1476828	24	?b
?b  112  ?a   => ?a  1229  ?b	0.0215311	0.000053357	0.169811321	9	168676	53	?b
?b  76  ?a   => ?a  1229  ?b	0.043062201	0.010089686	0.9	18	1784	20	?b
?b  271  ?a   => ?a  271  ?b	0.507650583	0.507650583	0.595517356	12541	24704	21059	?b
?b  879  ?a   => ?a  805  ?b	0.027366021	0.00002174	0.421052632	24	1103953	57	?a
?b  805  ?a   => ?a  805  ?b	0.01368301	0.01368301	0.24	12	877	50	?a
?a  613  ?b   => ?a  805  ?b	0.025085519	0.00001062	0.47826087	22	2071600	46	?a
?a  459  ?b   => ?a  805  ?b	0.55986317	0.000280932	0.695467422	491	1747754	706	?a
?a  1206  ?b   => ?a  893  ?b	0.044293015	0.106557377	0.52	26	244	50	?a
?b  1188  ?a   => ?a  893  ?b	0.04770017	0.000084074	0.178343949	28	333040	157	?a
?a  77  ?b   => ?a  893  ?b	0.025553663	0.000259421	0.833333333	15	57821	18	?a
?a  173  ?b   => ?a  1094  ?b	0.010652463	0.013333333	0.380952381	16	1200	42	?a
?b  1094  ?a   => ?a  1094  ?b	0.311584554	0.311584554	0.650904033	468	1502	719	?a
?b  107  ?a   => ?a  209  ?b	0.029850746	0.000378072	0.6	18	47610	30	?a
?a  170  ?b   => ?a  209  ?b	0.013266998	0.000019103	0.444444444	8	418786	18	?a
?a  108  ?b   => ?a  209  ?b	0.029850746	0.000341219	0.5625	18	52752	32	?a
?b  118  ?a   => ?a  209  ?b	0.43946932	0.449152542	0.992509363	265	590	267	?a
?a  1146  ?b   => ?a  78  ?b	0.019786677	0.087320615	0.723761545	2586	29615	3573	?a
?b  247  ?a   => ?a  78  ?b	0.06752414	0.503508872	0.938929673	8825	17527	9399	?a
?a  74  ?b   => ?a  78  ?b	0.165080264	0.445607948	0.921811579	21575	48417	23405	?a
?a  288  ?b   => ?a  78  ?b	0.055343015	0.016026287	0.258072573	7233	451321	28027	?a
?a  454  ?b   => ?a  78  ?b	0.132087165	0.016110999	0.567861842	17263	1071504	30400	?a
?a  109  ?b   => ?a  78  ?b	0.082941834	0.113903833	0.536739949	10840	95168	20196	?a
?b  607  ?a   => ?a  607  ?b	0.882609962	0.882609962	0.899109792	3030	3433	3370	?b
?b  265  ?a   => ?a  168  ?b	0.049541284	0.000085815	0.234782609	27	314630	115	?a
?a  534  ?b   => ?a  168  ?b	0.08440367	0.000001598	0.114143921	46	28782950	403	?a
?a  265  ?b   => ?a  168  ?b	0.051376147	0.000088993	0.173913043	28	314630	161	?a
?a  167  ?b   => ?a  168  ?b	0.020183486	0.000532353	0.142857143	11	20663	77	?a
?b  879  ?a   => ?a  168  ?b	0.078899083	0.000038951	0.168627451	43	1103953	255	?a
?b  160  ?a   => ?a  168  ?b	0.012844037	0.001768123	0.583333333	7	3959	12	?a
?b  1196  ?a   => ?a  1277  ?b	0.012461194	0.026672243	0.371882086	1148	43041	3087	?a
?a  1060  ?b   => ?a  1277  ?b	0.069220416	0.347501499	0.609131722	6377	18351	10469	?a
?a  225  ?b   => ?a  1277  ?b	0.058506828	0.024196227	0.340880344	5390	222762	15812	?a
?a  1386  ?b   => ?a  1121  ?b	0.143469008	0.539515806	0.894509869	5393	9996	6029	?a
?b  1382  ?a   => ?a  706  ?b	0.283983849	0.000476851	0.373782108	422	884973	1129	?a
?a  1023  ?b   => ?a  713  ?b	0.019533927	0.000060969	0.850746269	57	934897	67	?a
?b  532  ?a   => ?a  713  ?b	0.369773818	0.497923396	0.864583333	1079	2167	1248	?a
?b  153  ?a   => ?a  162  ?b	0.136363636	0.06302521	0.75	15	238	20	?a
?a  153  ?b   => ?a  162  ?b	0.018181818	0.008403361	0.125	2	238	16	?a
?a  163  ?b   => ?a  162  ?b	0.036363636	0.00152207	0.266666667	4	2628	15	?a
?b  785  ?a   => ?a  973  ?b	0.03531218	0.10590944	0.627272727	138	1303	220	?b
?a  686  ?b   => ?a  615  ?b	0.045239615	0.002397034	0.953625082	7300	3045430	7655	?a
?b  758  ?a   => ?a  758  ?b	0.640453006	0.640453006	0.97017797	6051	9448	6237	?b
?b  171  ?a   => ?a  171  ?b	0.79483633	0.79483633	0.960981048	1724	2169	1794	?b
?b  536  ?a   => ?a  536  ?b	0.020833333	0.020833333	0.3	3	144	10	?b
?b  758  ?a   => ?a  536  ?b	0.041666667	0.000635055	0.666666667	6	9448	9	?b
?a  758  ?b   => ?a  536  ?b	0.027777778	0.00042337	0.4	4	9448	10	?b
?b  1188  ?a   => ?a  183  ?b	0.01	0.000006005	0.333333333	2	333040	6	?b
?a  815  ?b   => ?a  183  ?b	0.015	0.000000786	0.375	3	3814720	8	?b
?a  100  ?b   => ?a  183  ?b	0.01	0.000022369	0.4	2	89409	5	?b
?b  108  ?a   => ?a  118  ?b	0.030508475	0.000341219	0.75	18	52752	24	?b
?a  107  ?b   => ?a  118  ?b	0.022033898	0.000273052	0.5	13	47610	26	?b
?b  209  ?a   => ?a  118  ?b	0.449152542	0.43946932	0.981481481	265	603	270	?b
?b  528  ?a   => ?a  396  ?b	0.020547945	0.008196721	1	3	366	3	?a
?b  135  ?a   => ?a  396  ?b	0.075342466	0.083333333	1	11	132	11	?a
?b  1201  ?a   => ?a  396  ?b	0.01369863	0.000051831	1	2	38587	2	?a
?a  31  ?b   => ?a  396  ?b	0.02739726	0.000081253	0.571428571	4	49229	7	?a
?b  674  ?a   => ?a  396  ?b	0.01369863	0.000008693	0.117647059	2	230074	17	?a
?a  324  ?b   => ?a  396  ?b	0.020547945	0.000020331	0.214285714	3	147559	14	?a
?a  567  ?b   => ?a  396  ?b	0.020547945	0.000814332	0.3	3	3684	10	?a
?a  173  ?b   => ?a  396  ?b	0.01369863	0.001666667	0.5	2	1200	4	?a
?a  40  ?b   => ?a  396  ?b	0.020547945	0.000009061	0.5	3	331105	6	?a
?a  18  ?b   => ?a  396  ?b	0.01369863	0.00010259	0.2	2	19495	10	?a
?a  722  ?b   => ?a  373  ?b	0.014662371	0.089164334	0.106190476	223	2501	2100	?b
?a  600  ?b   => ?a  373  ?b	0.050036163	0.163059781	0.178806391	761	4667	4256	?b
?a  343  ?b   => ?a  373  ?b	0.459530541	0.232424343	0.293655462	6989	30070	23800	?b
?a  100  ?b   => ?a  373  ?b	0.196068118	0.033352347	0.164496911	2982	89409	18128	?b
?a  1385  ?b   => ?a  1041  ?b	0.014821124	0.007124724	0.488764045	87	12211	178	?a
?b  306  ?a   => ?a  786  ?b	0.011605416	0.00069535	0.328767123	24	34515	73	?b
?b  769  ?a   => ?a  786  ?b	0.805125725	0.758196721	0.998201439	1665	2196	1668	?b
?b  1095  ?a   => ?a  786  ?b	0.010154739	0.000623571	0.124260355	21	33677	169	?b
?b  406  ?a   => ?a  538  ?b	0.951573577	0.98865895	0.999684741	25368	25659	25376	?a
?a  215  ?b   => ?a  157  ?b	0.014289464	0.000150709	0.869444444	1252	8307409	1440	?a
?a  439  ?b   => ?a  157  ?b	0.78967552	0.035211189	0.87138701	69189	1964972	79401	?a
?b  498  ?a   => ?a  498  ?b	0.638824737	0.638824737	0.97627451	4979	7794	5100	?b
?b  94  ?a   => ?a  94  ?b	0.587301587	0.587301587	0.991071429	111	189	112	?a
?b  613  ?a   => ?a  256  ?b	0.04601227	0.000007241	0.5	15	2071600	30	?a
?a  534  ?b   => ?a  256  ?b	0.211656442	0.000002397	0.173366834	69	28782950	398	?a
?b  1188  ?a   => ?a  256  ?b	0.030674847	0.000030026	0.3125	10	333040	32	?a
?a  1147  ?b   => ?a  741  ?b	0.030053282	0.013655337	0.136293298	1145	83850	8401	?a
?a  444  ?b   => ?a  741  ?b	0.022257802	0.018060229	0.13611557	848	46954	6230	?a
?b  1196  ?a   => ?a  42  ?b	0.029220779	0.002927441	0.451612903	126	43041	279	?a
?a  1127  ?b   => ?a  42  ?b	0.033858998	0.092346616	0.623931624	146	1581	234	?a
?a  815  ?b   => ?a  42  ?b	0.12987013	0.0001468	0.154910097	560	3814720	3615	?a
?a  112  ?b   => ?a  543  ?b	0.092592593	0.000148213	0.13368984	25	168676	187	?b
?a  299  ?b   => ?a  900  ?b	0.019900498	0.000019655	0.461538462	12	610542	26	?a
?a  270  ?b   => ?a  900  ?b	0.089552239	0.000036565	0.253521127	54	1476828	213	?a
?a  439  ?b   => ?a  900  ?b	0.220563847	0.000067685	0.298206278	133	1964972	446	?a
?b  1146  ?a   => ?a  295  ?b	0.094614265	0.002194834	0.738636364	65	29615	88	?b
?b  613  ?a   => ?a  295  ?b	0.074235808	0.000024619	0.689189189	51	2071600	74	?b
?a  247  ?b   => ?a  295  ?b	0.027656477	0.001084042	0.633333333	19	17527	30	?b
?a  606  ?b   => ?a  295  ?b	0.096069869	0.002973643	0.741573034	66	22195	89	?b
?a  166  ?b   => ?a  295  ?b	0.010189229	0.000016623	0.4375	7	421097	16	?b
?b  109  ?a   => ?a  295  ?b	0.091703057	0.000661987	0.887323944	63	95168	71	?b
?b  78  ?a   => ?a  295  ?b	0.042212518	0.000221892	0.46031746	29	130694	63	?b
?b  99  ?a   => ?a  635  ?b	0.028351754	0.000170037	0.1	59	346984	590	?a
?a  100  ?b   => ?a  635  ?b	0.269581932	0.006274536	0.327495622	561	89409	1713	?a
?a  833  ?b   => ?a  635  ?b	0.17924075	0.319076133	0.328634361	373	1169	1135	?a
?b  755  ?a   => ?a  755  ?b	0.761325672	0.761325672	0.84042189	139921	183786	166489	?b
?a  120  ?b   => ?a  523  ?b	0.098802395	0.000157482	0.326732673	33	209548	101	?a
?a  703  ?b   => ?a  1258  ?b	0.01809755	0.009465543	0.780952381	82	8663	105	?a
?a  879  ?b   => ?a  1131  ?b	0.12849162	0.000041668	0.269005848	46	1103953	171	?a
?b  321  ?a   => ?a  322  ?b	0.298591549	0.559612846	0.671594509	1272	2273	1894	?b
?b  112  ?a   => ?a  579  ?b	0.156883117	0.001790415	0.836565097	302	168676	361	?b
?a  112  ?b   => ?a  579  ?b	0.188571429	0.002152055	0.596059113	363	168676	609	?b
?a  265  ?b   => ?a  579  ?b	0.022337662	0.000136668	0.488636364	43	314630	88	?b
?b  1095  ?a   => ?a  579  ?b	0.015584416	0.000890816	0.555555556	30	33677	54	?b
?b  579  ?a   => ?a  579  ?b	0.579220779	0.579220779	0.991992883	1115	1925	1124	?b
?a  1095  ?b   => ?a  579  ?b	0.020779221	0.001187754	0.18018018	40	33677	222	?b
?a  1103  ?b   => ?a  488  ?b	0.033388982	0.00047882	0.186915888	60	125308	321	?b
?a  236  ?b   => ?a  663  ?b	0.022524882	0.002144745	0.467391304	43	20049	92	?a
?b  1196  ?a   => ?a  663  ?b	0.011000524	0.000487907	0.396226415	21	43041	53	?a
?a  1277  ?b   => ?a  663  ?b	0.010476689	0.000217094	0.169491525	20	92126	118	?a
?a  216  ?b   => ?a  663  ?b	0.462545836	0.002149836	0.638929088	883	410729	1382	?a
?b  227  ?a   => ?a  228  ?b	0.285787345	0.687968663	0.998375832	6147	8935	6157	?b
?b  879  ?a   => ?a  239  ?b	0.088259081	0.015915533	0.704660303	17570	1103953	24934	?a
?a  613  ?b   => ?a  239  ?b	0.011061269	0.001062947	0.442524116	2202	2071600	4976	?a
?a  1002  ?b   => ?a  267  ?b	0.048545276	0.223308271	0.234968354	297	1330	1264	?b
?b  215  ?a   => ?a  309  ?b	0.060027285	0.000005296	0.243093923	44	8307409	181	?b
?b  1  ?a   => ?a  309  ?b	0.237380628	0.000568867	0.983050847	174	305871	177	?b
?a  287  ?b   => ?a  309  ?b	0.02728513	0.008948546	0.952380952	20	2235	21	?b
?b  88  ?a   => ?a  309  ?b	0.010914052	0.000001214	0.285714286	8	6590831	28	?b
?b  613  ?a   => ?a  729  ?b	0.169642857	0.000009172	0.95	19	2071600	20	?b
?b  1146  ?a   => ?a  729  ?b	0.044642857	0.000168833	1	5	29615	5	?b
?a  606  ?b   => ?a  729  ?b	0.026785714	0.000135166	1	3	22195	3	?b
?b  128  ?a   => ?a  729  ?b	0.026785714	0.00017451	0.75	3	17191	4	?b
?b  764  ?a   => ?a  729  ?b	0.017857143	0.000010983	0.1	2	182094	20	?b
?a  879  ?b   => ?a  729  ?b	0.026785714	0.000002718	0.214285714	3	1103953	14	?b
?b  999  ?a   => ?a  999  ?b	0.804232804	0.804232804	1	608	756	608	?a
?a  757  ?b   => ?a  401  ?b	0.02219438	0.362573099	0.939393939	124	342	132	?a
?a  165  ?b   => ?a  127  ?b	0.043269231	0.011450382	0.283464567	36	3144	127	?a
?b  166  ?a   => ?a  390  ?b	0.056451613	0.000033246	0.666666667	14	421097	21	?b
?a  170  ?b   => ?a  390  ?b	0.092741935	0.000054921	0.71875	23	418786	32	?b
?b  142  ?a   => ?a  390  ?b	0.411290323	0.00456846	0.902654867	102	22327	113	?b
?a  813  ?b   => ?a  390  ?b	0.048387097	0.001342282	0.631578947	12	8940	19	?b
?b  239  ?a   => ?a  390  ?b	0.02016129	0.000025116	0.5	5	199073	10	?b
?a  1347  ?b   => ?a  242  ?b	0.076757618	0.00636971	0.584324773	23231	3647105	39757	?a
?b  1382  ?a   => ?a  1264  ?b	0.184397163	0.000029379	0.490566038	26	884973	53	?b
?b  1264  ?a   => ?a  1264  ?b	0.028368794	0.028368794	1	4	141	4	?b
?a  918  ?b   => ?a  1048  ?b	0.028460543	0.000128656	0.139240506	22	170999	158	?a
?a  270  ?b   => ?a  1048  ?b	0.072445019	0.000037919	0.152173913	56	1476828	368	?a
?b  265  ?a   => ?a  1246  ?b	0.01015625	0.000041318	0.481481481	13	314630	27	?b
?b  112  ?a   => ?a  1246  ?b	0.03046875	0.000231213	0.154761905	39	168676	252	?b
?b  1246  ?a   => ?a  1246  ?b	0.5453125	0.5453125	0.875784191	698	1280	797	?b
?a  613  ?b   => ?a  1246  ?b	0.0171875	0.00001062	0.407407407	22	2071600	54	?b
?a  265  ?b   => ?a  1246  ?b	0.01640625	0.000066745	0.6	21	314630	35	?b
?a  458  ?b   => ?a  1246  ?b	0.01015625	0.000176099	0.265306122	13	73822	49	?b
?a  112  ?b   => ?a  1246  ?b	0.06484375	0.000492068	0.697478992	83	168676	119	?b
?a  879  ?b   => ?a  1246  ?b	0.0125	0.000014493	0.150943396	16	1103953	106	?b
?a  109  ?b   => ?a  39  ?b	0.219298246	0.000262693	0.177304965	25	95168	141	?a
?a  229  ?b   => ?a  39  ?b	0.105263158	0.000256706	0.133333333	12	46746	90	?a
?a  1382  ?b   => ?a  509  ?b	0.011275885	0.003255467	0.132368482	2881	884973	21765	?a
?b  764  ?a   => ?a  799  ?b	0.081991432	0.006095753	0.333734215	1110	182094	3326	?b
?a  44  ?b   => ?a  799  ?b	0.037154676	0.015506983	0.482262704	503	32437	1043	?b
?b  8  ?a   => ?a  799  ?b	0.066036342	0.003771054	0.2351394	894	237069	3802	?b
?b  629  ?a   => ?a  630  ?b	0.680969207	0.696797521	0.946002805	1349	1936	1426	?a
?b  1336  ?a   => ?a  509  ?b	0.64211099	0.437907886	0.998375191	164060	374645	164327	?a
?b  18  ?a   => ?a  82  ?b	0.043971631	0.001590151	0.190184049	31	19495	163	?b
?b  160  ?a   => ?a  1304  ?b	0.016467066	0.002778479	0.5	11	3959	22	?a
?a  1147  ?b   => ?a  444  ?b	0.135387826	0.075813953	0.241802967	6357	83850	26290	?a
?a  741  ?b   => ?a  444  ?b	0.018060229	0.022257802	0.137394686	848	38099	6172	?a
?b  248  ?a   => ?a  250  ?b	0.952096514	0.777401975	0.951992967	210082	270236	220676	?b
?b  458  ?a   => ?a  1024  ?b	0.04001368	0.001584893	0.657303371	117	73822	178	?a
?b  112  ?a   => ?a  1024  ?b	0.027359781	0.000474282	0.888888889	80	168676	90	?a
?a  458  ?b   => ?a  1024  ?b	0.368331053	0.014589147	0.864365971	1077	73822	1246	?a
?b  750  ?a   => ?a  405  ?b	0.20365784	0.134090966	0.610020543	5345	39861	8762	?b
?a  1336  ?b   => ?a  1021  ?b	0.010204082	0.000050715	0.703703704	19	374645	27	?b
?b  1382  ?a   => ?a  1021  ?b	0.065520945	0.000137857	0.338888889	122	884973	360	?b
?b  260  ?a   => ?a  407  ?b	0.018348624	0.020408163	0.4	2	98	5	?a
?a  619  ?b   => ?a  407  ?b	0.018348624	0.000053866	0.125	2	37129	16	?a
?b  792  ?a   => ?a  1360  ?b	0.042045455	0.891566265	1	74	83	74	?a
?b  879  ?a   => ?a  1360  ?b	0.030681818	0.000048915	0.43902439	54	1103953	123	?a
?a  1076  ?b   => ?a  1360  ?b	0.026136364	0.012095714	0.686567164	46	3803	67	?a
?a  613  ?b   => ?a  1360  ?b	0.052272727	0.00004441	0.303630363	92	2071600	303	?a
?a  1347  ?b   => ?a  25  ?b	0.018628748	0.000046338	0.136070853	169	3647105	1242	?a
?a  839  ?b   => ?a  25  ?b	0.122685185	0.021567678	0.609195402	1113	51605	1827	?a
?b  538  ?a   => ?a  406  ?b	0.98865895	0.951573577	0.970838117	25368	26659	26130	?b
?a  215  ?b   => ?a  594  ?b	0.075862069	0.000001324	0.2	11	8307409	55	?a
?a  775  ?b   => ?a  594  ?b	0.020689655	0.000009159	0.375	3	327555	8	?a
?a  394  ?b   => ?a  594  ?b	0.020689655	0.000465694	0.272727273	3	6442	11	?a
?a  96  ?b   => ?a  594  ?b	0.013793103	0.002635046	0.666666667	2	759	3	?a
?a  613  ?b   => ?a  23  ?b	0.038753799	0.000024619	0.271276596	51	2071600	188	?a
?a  3  ?b   => ?a  1218  ?b	0.029755579	0.000316731	0.118644068	28	88403	236	?a
?b  18  ?a   => ?a  590  ?b	0.290027447	0.01626058	0.82767624	317	19495	383	?a
?b  879  ?a   => ?a  857  ?b	0.045369953	0.00145749	0.994437577	1609	1103953	1618	?a
?a  613  ?b   => ?a  857  ?b	0.07133995	0.001221278	0.987895353	2530	2071600	2561	?a
?a  28  ?b   => ?a  672  ?b	0.01542777	0.000003247	0.578947368	11	3387256	19	?a
?b  942  ?a   => ?a  941  ?b	0.519559902	0.523399015	0.800376648	425	812	531	?a
?a  105  ?b   => ?a  1366  ?b	0.138933764	0.000113182	0.317343173	86	759839	271	?a
?a  613  ?b   => ?a  591  ?b	0.012886657	0.000273701	0.290471311	567	2071600	1952	?a
?b  879  ?a   => ?a  591  ?b	0.030250688	0.001205667	0.631404175	1331	1103953	2108	?a
?b  659  ?a   => ?a  87  ?b	0.397020484	0.004011832	0.343870968	2132	531428	6200	?b
?b  668  ?a   => ?a  670  ?b	0.699176694	0.173584906	1	1104	6360	1104	?b
?b  81  ?a   => ?a  81  ?b	0.318286311	0.318286311	0.446496629	1523	4785	3411	?b
?b  1347  ?a   => ?a  83  ?b	0.403719599	0.000386882	0.812320092	1411	3647105	1737	?b
?b  242  ?a   => ?a  83  ?b	0.527896996	0.00609607	0.531088083	1845	302654	3474	?b
?b  112  ?a   => ?a  512  ?b	0.02398097	0.00221134	0.51519337	373	168676	724	?a
?a  286  ?b   => ?a  1303  ?b	0.013046969	0.052504039	0.565217391	65	1238	115	?a
?a  768  ?b   => ?a  1303  ?b	0.012846246	0.003897686	0.140969163	64	16420	454	?a
?a  78  ?b   => ?a  1303  ?b	0.090726616	0.00345846	0.308321965	452	130694	1466	?a
?b  247  ?a   => ?a  1303  ?b	0.026696106	0.007588292	0.469964664	133	17527	283	?a
?a  112  ?b   => ?a  1303  ?b	0.028703332	0.000847779	0.311546841	143	168676	459	?a
?b  1229  ?a   => ?a  76  ?b	0.010089686	0.043062201	0.5625	18	418	32	?b
?b  1012  ?a   => ?a  76  ?b	0.010650224	0.000935223	0.193877551	19	20316	98	?b
?b  255  ?a   => ?a  76  ?b	0.090807175	0.048619448	0.452513966	162	3332	358	?b
?b  198  ?a   => ?a  76  ?b	0.010089686	0.004441155	0.514285714	18	4053	35	?b
?b  977  ?a   => ?a  1369  ?b	0.02550474	0.231854943	0.792011262	4501	19413	5683	?a
?a  270  ?b   => ?a  1369  ?b	0.094567564	0.011300571	0.148100491	16689	1476828	112687	?a
?a  299  ?b   => ?a  1369  ?b	0.138233311	0.039956301	0.378557463	24395	610542	64442	?a
?a  554  ?b   => ?a  90  ?b	0.051401869	0.407407407	0.507692308	33	81	65	?a
?a  195  ?b   => ?a  939  ?b	0.228395062	0.139097744	0.840909091	37	266	44	?a
?a  879  ?b   => ?a  600  ?b	0.151489179	0.000640426	0.159521661	707	1103953	4432	?b
?a  723  ?b   => ?a  600  ?b	0.027640883	0.528688525	0.578475336	129	244	223	?b
?a  721  ?b   => ?a  600  ?b	0.012213413	0.144303797	0.335294118	57	395	170	?b
?a  719  ?b   => ?a  600  ?b	0.136704521	0.223154949	0.376179245	638	2859	1696	?b
?a  722  ?b   => ?a  600  ?b	0.074566102	0.139144342	0.230006609	348	2501	1513	?b
